volante_regulable,aire_acondicionado,camara_trasera,elevalunas_electrico,bluetooth,gps,años_registro_venta,precio_log,potencia_log,km_log,tipo_gasolina_electro,tipo_gasolina_hybrid_petrol,tipo_gasolina_petrol,color_black,color_blue,color_brown,color_desconocido,color_green,color_grey,color_orange,color_red,color_silver,color_white,tipo_coche_coupe,tipo_coche_desconocido,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_subcompact,tipo_coche_suv,tipo_coche_van,alerta_lim_velocidad_no,alerta_lim_velocidad_si,venta_trimestre_venta_segundo_trimestre,venta_trimestre_venta_tercer_trimestre,modelo_grupo_Serie_1,modelo_grupo_Serie_4,modelo_grupo_Serie_5,modelo_grupo_Serie_6,modelo_grupo_Serie_7,modelo_grupo_Serie_Hybrid,modelo_grupo_Serie_M,modelo_grupo_Serie_Z
1,1,1,1,0,1,0.1111111111111111,9.758519582283522,0.48610332183734495,0.829599171535327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0,1,0.14814814814814814,9.375939552625749,0.48610332183734495,0.8176061429881101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.433563920090563,0.5566941058022139,0.8627064337313148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.723223876851618,0.5034116533660344,0.866081015863581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.19023970026918,0.48610332183734495,0.8418627799681071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.07407407407407407,10.034559673629849,0.5508216337502048,0.6189505537567255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0.1111111111111111,9.15915233520675,0.5034116533660344,0.8689161734066522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,9.803722464346553,0.592683933040933,0.777967181341938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,8.895766604056085,0.6180997510991002,0.8925865232668724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.441531454869693,0.592683933040933,0.8092158608616482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.268703615273097,0.5508216337502048,0.8439200117126919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.1111111111111111,9.60245002503719,0.48610332183734495,0.8341597180594487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.14814814814814814,8.81001204797317,0.42851230074266633,0.8720455552178152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.18518518518518517,9.433563920090563,0.5508216337502048,0.7738139213439088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0.18518518518518517,8.294299608857235,0.5508216337502048,0.8636417948424708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.059633754551479,0.592683933040933,0.7883736656439897,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,10.021315031649332,0.7143396326832558,0.8400782595630274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.433563920090563,0.48610332183734495,0.7544410449912677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.70509758756311,0.592683933040933,0.8397505152118994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.433563920090563,0.5566941058022139,0.8481321011890379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.908524844053396,0.653132151864831,0.8644691029613241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.642187721358466,0.5508216337502048,0.8507347163033501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,10.122663242288953,0.7143396326832558,0.8283877768632824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,8.824824939175638,0.5792661557132386,0.9018676493861977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0.18518518518518517,9.60918360377546,0.592683933040933,0.797732685204064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.2222222222222222,9.024131268455035,0.5034116533660344,0.8323310488916764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0.1111111111111111,9.893487720457795,0.592683933040933,0.7139511214290062,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.14814814814814814,9.62911649414402,0.5508216337502048,0.8253370526653929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.14814814814814814,9.787009914477434,0.592683933040933,0.8241687856077782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.32375833901174,0.42851230074266633,0.7642738171624832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.14814814814814814,10.021315031649332,0.7143396326832558,0.8021607685536507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,9.34145634983372,0.592683933040933,0.8874386883107785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.5185185185185186,8.071218539969863,0.42851230074266633,0.8417790224357673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.07407407407407407,9.495594499353297,0.5508216337502048,0.8372403864488529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.1111111111111111,10.261196961231647,0.7143396326832558,0.7828405039036324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.417435838868785,0.5508216337502048,0.8436052800943992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.735128070758227,0.6056172068558507,0.5421339504427212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.53249633228804,0.5508216337502048,0.7140633800201961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,10.229223792606835,0.7824517432886577,0.819607888546882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.1111111111111111,9.76428295481558,0.7143396326832558,0.8748684846850716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.87822102528824,0.592683933040933,0.8288066814858284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.2222222222222222,8.648396877031582,0.592683933040933,0.8591776522556585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.1111111111111111,9.503084610020228,0.5034116533660344,0.8047165654450692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,8.412054873292933,0.5792661557132386,0.8419135454639415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,9.846970109700957,0.7824517432886577,0.9082620295547541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0.1111111111111111,10.094149233605084,0.7143396326832558,0.6146685942905739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.1111111111111111,10.308985993422082,0.7143396326832558,0.6715728027915859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.332646496360152,0.5034116533660344,0.8649823512642274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.14814814814814814,9.425532393502772,0.48610332183734495,0.7810412141326295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.220389707829185,0.48610332183734495,0.8647027620353847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.18518518518518517,9.546884034617925,0.5508216337502048,0.7707714010605462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.314790473332646,0.5034116533660344,0.8671040864785122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.55400099583723,0.592683933040933,0.8107100630021038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.2962962962962963,9.036106025364846,0.48610332183734495,0.7676306473620911,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.62251624577579,0.592683933040933,0.8699076897316758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0.25925925925925924,8.987321812850125,0.48610332183734495,0.796159567602341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.1111111111111111,9.024131268455035,0.592683933040933,0.8482472023538024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,8.895766604056085,0.48610332183734495,0.9161722192059019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,10.056251557087757,0.7143396326832558,0.8384065061026502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0.1111111111111111,9.278092474027002,0.42851230074266633,0.8620456567225034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.14814814814814814,9.62251624577579,0.653132151864831,0.7870869346833771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.15915233520675,0.42851230074266633,0.8120466824174941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0.14814814814814814,9.642187721358466,0.592683933040933,0.8316901887245314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,1,1,0.14814814814814814,9.433563920090563,0.48610332183734495,0.8375417493343476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0.2962962962962963,9.024131268455035,0.5792661557132386,0.8153848602177491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.14814814814814814,9.746892220313054,0.592683933040933,0.7917272520013445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.661479683575521,0.5508216337502048,0.8535075526832934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.546884034617925,0.6418311271719599,0.8760740756966978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,0.14814814814814814,9.259225769705994,0.5508216337502048,0.8915508185731316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.314790473332646,0.48610332183734495,0.808802090762651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.200391041122515,0.5034116533660344,0.8444914540815338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.60918360377546,0.5508216337502048,0.8583138169611704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.34145634983372,0.5508216337502048,0.8292409017489162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.14814814814814814,9.575052927597383,0.5979134094571357,0.8626779011955967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,9.711176264112805,0.7143396326832558,0.8618472205260492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.846970109700957,0.48610332183734495,0.6577042503305792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,9.692828247710418,0.592683933040933,0.82710497917359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0.14814814814814814,9.220389707829185,0.48610332183734495,0.8513099133356345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.375939552625749,0.592683933040933,0.8296214733190168,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.433563920090563,0.7143396326832558,0.9040633425111879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,9.841665338892785,0.7824517432886577,0.8418307083538779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.65509029374725,0.592683933040933,0.8720918065848509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.525224101853109,0.5508216337502048,0.8446680382865577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.14814814814814814,9.539716058977092,0.5034116533660344,0.827914684417733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0.14814814814814814,9.918425424900335,0.592683933040933,0.8535116615258656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,1,0,0,1,0.18518518518518517,9.093918908958932,0.5508216337502048,0.7013888575464928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.913487387114461,0.592683933040933,0.7607699707591824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.1111111111111111,9.913487387114461,0.7143396326832558,0.8611443034479636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0.4074074074074074,7.650168700845001,0.5199220766650368,0.9103599971572045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.433563920090563,0.592683933040933,0.8969105941402069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.07407407407407407,8.594339400592892,0.5034116533660344,0.8335118383153646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.441531454869693,0.5034116533660344,0.8169376216296986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,9.575052927597383,0.592683933040933,0.8356199307482173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.14814814814814814,9.661479683575521,0.5508216337502048,0.750961503436619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.148571345578551,0.48610332183734495,0.8710373619016281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.278092474027002,0.42851230074266633,0.8597336324687561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.2222222222222222,9.34145634983372,0.6301619268422967,0.8971659308838598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,0.2222222222222222,9.278092474027002,0.592683933040933,0.8417736745608468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,10.003378135350923,0.653132151864831,0.8045667236735841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.711176264112805,0.5034116533660344,0.8647742303320998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,1,1,1,0.14814814814814814,9.314790473332646,0.42851230074266633,0.8471744926569365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.568084743872936,0.592683933040933,0.792703307110117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.18518518518518517,10.254179634797001,0.7824517432886577,0.856838956299836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,0.1111111111111111,9.99884318585288,0.7143396326832558,0.8371198491138849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,9.525224101853109,0.5508216337502048,0.8448766886753649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.503084610020228,0.5979134094571357,0.8292263191225009,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,0.07407407407407407,9.350189267092581,0.42851230074266633,0.8575063464310126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.14814814814814814,9.62251624577579,0.592683933040933,0.8342846277444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,0,1,0,1,0.14814814814814814,10.043292972227004,0.5508216337502048,0.673445955968379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,8.006700845440367,0.5199220766650368,0.9275739731773953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.465060106725137,0.592683933040933,0.8179492333873888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,0.1111111111111111,9.746892220313054,0.653132151864831,0.829148520239279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.358846580275406,0.5034116533660344,0.8356283016360115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,8.537191877922927,0.48610332183734495,0.8396646189694748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.07407407407407407,9.517898598432753,0.40705602137775476,0.5589801108443713,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.561067663645012,0.42851230074266633,0.7215607378108535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.392745258631441,0.48610332183734495,0.7783106061933942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.1111111111111111,9.76428295481558,0.5034116533660344,0.6875952961999345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.1111111111111111,9.867912187022208,0.7143396326832558,0.8904255577875024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.2222222222222222,9.546884034617925,0.592683933040933,0.8986001644044357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
