pk_cid,cluster,cluster_name,propensity_investment
1525341,3,Profesionales Dormidos,0.9957073
1539518,3,Profesionales Dormidos,0.99557674
1540756,3,Profesionales Dormidos,0.9954045
1543467,3,Profesionales Dormidos,0.9951379
1546494,3,Profesionales Dormidos,0.9945051
1529618,3,Profesionales Dormidos,0.99426854
1546683,3,Profesionales Dormidos,0.9935905
1530131,3,Profesionales Dormidos,0.9931908
1548007,3,Profesionales Dormidos,0.99302673
1543377,3,Profesionales Dormidos,0.9920332
1436375,3,Profesionales Dormidos,0.99196845
1538253,3,Profesionales Dormidos,0.99192655
1547515,3,Profesionales Dormidos,0.99105597
1537124,3,Profesionales Dormidos,0.9910358
1546024,3,Profesionales Dormidos,0.99081236
25569,3,Profesionales Dormidos,0.99079883
1520048,3,Profesionales Dormidos,0.9898958
1535533,3,Profesionales Dormidos,0.98985636
1536830,3,Profesionales Dormidos,0.9894421
1547704,3,Profesionales Dormidos,0.9886276
1538284,3,Profesionales Dormidos,0.9884469
1537483,3,Profesionales Dormidos,0.9874988
1544714,3,Profesionales Dormidos,0.98657566
1542281,3,Profesionales Dormidos,0.98628205
1541337,3,Profesionales Dormidos,0.98607975
1547090,3,Profesionales Dormidos,0.9858619
811483,3,Profesionales Dormidos,0.98563945
1541331,3,Profesionales Dormidos,0.9850033
1537137,3,Profesionales Dormidos,0.9848744
1539660,3,Profesionales Dormidos,0.98457664
1547192,3,Profesionales Dormidos,0.98453146
1535314,3,Profesionales Dormidos,0.9843343
1532080,3,Profesionales Dormidos,0.98419636
1545938,3,Profesionales Dormidos,0.98378354
1542917,3,Profesionales Dormidos,0.9837834
1541669,3,Profesionales Dormidos,0.98328257
1543208,3,Profesionales Dormidos,0.98325825
1534682,3,Profesionales Dormidos,0.98274994
1546414,3,Profesionales Dormidos,0.98235357
1545932,3,Profesionales Dormidos,0.98172873
1522791,3,Profesionales Dormidos,0.98155737
1546413,3,Profesionales Dormidos,0.9814875
1547965,3,Profesionales Dormidos,0.9814875
1540458,3,Profesionales Dormidos,0.981448
1534756,3,Profesionales Dormidos,0.9814378
1538706,3,Profesionales Dormidos,0.9811674
1534746,3,Profesionales Dormidos,0.9805489
1539078,3,Profesionales Dormidos,0.97994655
539540,3,Profesionales Dormidos,0.97994655
1541801,3,Profesionales Dormidos,0.9797188
1535110,3,Profesionales Dormidos,0.9796007
1541491,3,Profesionales Dormidos,0.97947705
90957,3,Profesionales Dormidos,0.9790867
1541047,3,Profesionales Dormidos,0.9790758
1532167,3,Profesionales Dormidos,0.9789491
1538769,3,Profesionales Dormidos,0.97890306
1547465,3,Profesionales Dormidos,0.9785951
1539875,3,Profesionales Dormidos,0.9784499
1545744,3,Profesionales Dormidos,0.9783398
431167,3,Profesionales Dormidos,0.97809255
1540582,3,Profesionales Dormidos,0.9780171
1543203,3,Profesionales Dormidos,0.9770427
1547220,3,Profesionales Dormidos,0.97698534
1540644,3,Profesionales Dormidos,0.97652996
537644,3,Profesionales Dormidos,0.97612303
1540821,3,Profesionales Dormidos,0.9760808
1546153,3,Profesionales Dormidos,0.9755594
872533,3,Profesionales Dormidos,0.9755594
1534081,3,Profesionales Dormidos,0.9755014
1541198,3,Profesionales Dormidos,0.97440165
1544235,3,Profesionales Dormidos,0.97335047
1544762,3,Profesionales Dormidos,0.97318506
1541625,3,Profesionales Dormidos,0.9731449
1544759,3,Profesionales Dormidos,0.9724512
1543666,3,Profesionales Dormidos,0.9721432
1547929,3,Profesionales Dormidos,0.9714668
1529917,3,Profesionales Dormidos,0.971341
1535153,3,Profesionales Dormidos,0.971341
1540666,3,Profesionales Dormidos,0.97046655
1543486,3,Profesionales Dormidos,0.96954435
1541229,3,Profesionales Dormidos,0.96951
1548103,3,Profesionales Dormidos,0.9692573
1541990,3,Profesionales Dormidos,0.96920234
1547545,3,Profesionales Dormidos,0.96895075
1547670,3,Profesionales Dormidos,0.96890813
1531424,3,Profesionales Dormidos,0.96863025
1542104,4,Alto Valor Principal,0.99882644
1546691,4,Alto Valor Principal,0.99866104
1547914,4,Alto Valor Principal,0.9985613
1533301,4,Alto Valor Principal,0.9985362
1547916,4,Alto Valor Principal,0.9985127
1530958,4,Alto Valor Principal,0.9984273
1543379,4,Alto Valor Principal,0.9981699
445586,4,Alto Valor Principal,0.9980028
1388718,4,Alto Valor Principal,0.99776185
1531599,4,Alto Valor Principal,0.9975332
1533782,4,Alto Valor Principal,0.99747187
1547885,4,Alto Valor Principal,0.9973699
1531366,4,Alto Valor Principal,0.9972625
1540973,4,Alto Valor Principal,0.99713135
1546824,4,Alto Valor Principal,0.9967667
1544888,4,Alto Valor Principal,0.99672997
1529367,4,Alto Valor Principal,0.99643195
240547,4,Alto Valor Principal,0.996412
1543357,4,Alto Valor Principal,0.9962883
1543892,4,Alto Valor Principal,0.9961243
1547147,4,Alto Valor Principal,0.99607545
1531436,4,Alto Valor Principal,0.9960461
1542871,4,Alto Valor Principal,0.99602735
1540203,4,Alto Valor Principal,0.9959733
1531604,4,Alto Valor Principal,0.9958973
1546612,4,Alto Valor Principal,0.99579406
1548078,4,Alto Valor Principal,0.99564606
1545965,4,Alto Valor Principal,0.9956203
1517747,4,Alto Valor Principal,0.99552876
161739,4,Alto Valor Principal,0.99549556
1547489,4,Alto Valor Principal,0.9953827
1545715,4,Alto Valor Principal,0.9953564
1530457,4,Alto Valor Principal,0.9953399
1547837,4,Alto Valor Principal,0.99532557
1547053,4,Alto Valor Principal,0.9952708
1267689,4,Alto Valor Principal,0.9952213
1547602,4,Alto Valor Principal,0.99519956
1546766,4,Alto Valor Principal,0.9951604
1548002,4,Alto Valor Principal,0.9951533
1546810,4,Alto Valor Principal,0.99515027
1543055,4,Alto Valor Principal,0.9950808
1545977,4,Alto Valor Principal,0.9949574
1401345,4,Alto Valor Principal,0.9948138
1530338,4,Alto Valor Principal,0.9948068
1433339,4,Alto Valor Principal,0.99479103
1546963,4,Alto Valor Principal,0.99476963
803568,4,Alto Valor Principal,0.9947337
1537254,4,Alto Valor Principal,0.9947019
1542630,4,Alto Valor Principal,0.9945834
1547719,4,Alto Valor Principal,0.9945797
1544561,4,Alto Valor Principal,0.9945596
1539409,4,Alto Valor Principal,0.99448746
1547989,4,Alto Valor Principal,0.9942159
1525026,4,Alto Valor Principal,0.99419266
1542237,4,Alto Valor Principal,0.9939196
892783,4,Alto Valor Principal,0.99391043
219297,4,Alto Valor Principal,0.9938595
1544510,4,Alto Valor Principal,0.9938407
1545292,4,Alto Valor Principal,0.99370366
1542837,4,Alto Valor Principal,0.99368733
1543859,4,Alto Valor Principal,0.9935306
1545191,4,Alto Valor Principal,0.9934278
676016,4,Alto Valor Principal,0.9933561
1520887,4,Alto Valor Principal,0.9933256
115529,4,Alto Valor Principal,0.9933229
1538017,4,Alto Valor Principal,0.9932949
1545995,4,Alto Valor Principal,0.9931217
1547274,4,Alto Valor Principal,0.9931217
1537193,4,Alto Valor Principal,0.993115
1547537,4,Alto Valor Principal,0.99295133
1547492,4,Alto Valor Principal,0.9929335
1548050,4,Alto Valor Principal,0.9929335
1548125,4,Alto Valor Principal,0.9929293
1545578,4,Alto Valor Principal,0.9928604
1543677,4,Alto Valor Principal,0.99275595
1539840,4,Alto Valor Principal,0.9926595
1541031,4,Alto Valor Principal,0.99259573
1545359,4,Alto Valor Principal,0.9925605
1546934,4,Alto Valor Principal,0.9925605
1546564,4,Alto Valor Principal,0.9925289
1547629,4,Alto Valor Principal,0.9925289
1548142,4,Alto Valor Principal,0.9924251
1546783,4,Alto Valor Principal,0.9923626
1542473,4,Alto Valor Principal,0.9923333
1548114,4,Alto Valor Principal,0.9923213
260206,4,Alto Valor Principal,0.99230933
1547858,4,Alto Valor Principal,0.9922488
1530420,4,Alto Valor Principal,0.9921921
1547870,4,Alto Valor Principal,0.99210924
1541155,4,Alto Valor Principal,0.99185395
1546114,4,Alto Valor Principal,0.9918391
1538046,4,Alto Valor Principal,0.9917402
1528902,4,Alto Valor Principal,0.9916469
1545660,4,Alto Valor Principal,0.99163496
1547637,4,Alto Valor Principal,0.9916078
1545645,4,Alto Valor Principal,0.9916074
1543917,4,Alto Valor Principal,0.9914507
1541969,4,Alto Valor Principal,0.9913434
1548039,4,Alto Valor Principal,0.9911917
1547939,4,Alto Valor Principal,0.9909984
1549285,5,Jóvenes Activos Básicos,0.9987111
1550354,5,Jóvenes Activos Básicos,0.99870014
1551280,5,Jóvenes Activos Básicos,0.9985942
1549075,5,Jóvenes Activos Básicos,0.9984395
1549357,5,Jóvenes Activos Básicos,0.9984205
1548985,5,Jóvenes Activos Básicos,0.99826944
1551734,5,Jóvenes Activos Básicos,0.9982333
1550995,5,Jóvenes Activos Básicos,0.9982235
1549238,5,Jóvenes Activos Básicos,0.9981616
1551460,5,Jóvenes Activos Básicos,0.9977786
1550062,5,Jóvenes Activos Básicos,0.9976826
1550667,5,Jóvenes Activos Básicos,0.9975127
1550895,5,Jóvenes Activos Básicos,0.9974475
1549279,5,Jóvenes Activos Básicos,0.9973354
1551298,5,Jóvenes Activos Básicos,0.99717784
1551565,5,Jóvenes Activos Básicos,0.9969279
1550129,5,Jóvenes Activos Básicos,0.9968334
1550510,5,Jóvenes Activos Básicos,0.99674666
1395121,5,Jóvenes Activos Básicos,0.99669904
1550819,5,Jóvenes Activos Básicos,0.99662006
882865,5,Jóvenes Activos Básicos,0.9966197
1550351,5,Jóvenes Activos Básicos,0.9963238
1553541,5,Jóvenes Activos Básicos,0.99623555
1550747,5,Jóvenes Activos Básicos,0.99612635
1551815,5,Jóvenes Activos Básicos,0.9959857
1185013,5,Jóvenes Activos Básicos,0.99577314
1549620,5,Jóvenes Activos Básicos,0.9956428
1549593,5,Jóvenes Activos Básicos,0.9955491
1553043,5,Jóvenes Activos Básicos,0.99545574
1548845,5,Jóvenes Activos Básicos,0.99541134
1548768,5,Jóvenes Activos Básicos,0.9953951
1549232,5,Jóvenes Activos Básicos,0.99515027
753246,5,Jóvenes Activos Básicos,0.99484926
1552754,5,Jóvenes Activos Básicos,0.99469286
1552121,5,Jóvenes Activos Básicos,0.99457943
1550132,5,Jóvenes Activos Básicos,0.9945148
1550252,5,Jóvenes Activos Básicos,0.99449617
1550066,5,Jóvenes Activos Básicos,0.9944841
1552556,5,Jóvenes Activos Básicos,0.9944841
1435695,5,Jóvenes Activos Básicos,0.9942747
1549844,5,Jóvenes Activos Básicos,0.9940984
1548565,5,Jóvenes Activos Básicos,0.99389875
1548679,5,Jóvenes Activos Básicos,0.99388725
1549780,5,Jóvenes Activos Básicos,0.99364775
1549929,5,Jóvenes Activos Básicos,0.99357164
1553224,5,Jóvenes Activos Básicos,0.99355835
1548836,5,Jóvenes Activos Básicos,0.993425
1550596,5,Jóvenes Activos Básicos,0.993357
1550775,5,Jóvenes Activos Básicos,0.99334806
1549056,5,Jóvenes Activos Básicos,0.9928852
1551547,5,Jóvenes Activos Básicos,0.99281454
1549784,5,Jóvenes Activos Básicos,0.99269766
1549974,5,Jóvenes Activos Básicos,0.99267745
1549817,5,Jóvenes Activos Básicos,0.9926144
1504931,5,Jóvenes Activos Básicos,0.99258584
1548828,5,Jóvenes Activos Básicos,0.9924429
1550863,5,Jóvenes Activos Básicos,0.99219996
1551432,5,Jóvenes Activos Básicos,0.99213904
1548640,5,Jóvenes Activos Básicos,0.9919463
1552204,5,Jóvenes Activos Básicos,0.9919463
1549359,5,Jóvenes Activos Básicos,0.9919099
1550739,5,Jóvenes Activos Básicos,0.99183965
1553396,5,Jóvenes Activos Básicos,0.9917175
1552115,5,Jóvenes Activos Básicos,0.9915611
1549363,5,Jóvenes Activos Básicos,0.99153334
1549850,5,Jóvenes Activos Básicos,0.99151915
1551998,5,Jóvenes Activos Básicos,0.9913419
1549191,5,Jóvenes Activos Básicos,0.9913223
1553615,5,Jóvenes Activos Básicos,0.9913161
1540844,5,Jóvenes Activos Básicos,0.9912958
1552569,5,Jóvenes Activos Básicos,0.991178
1550600,5,Jóvenes Activos Básicos,0.9911419
1548387,5,Jóvenes Activos Básicos,0.9909424
1552605,5,Jóvenes Activos Básicos,0.9909354
1550715,5,Jóvenes Activos Básicos,0.9908024
1553660,5,Jóvenes Activos Básicos,0.99070436
1550630,5,Jóvenes Activos Básicos,0.99058634
133933,5,Jóvenes Activos Básicos,0.9904993
1551786,5,Jóvenes Activos Básicos,0.9904732
1552663,5,Jóvenes Activos Básicos,0.99043256
1548730,5,Jóvenes Activos Básicos,0.9903762
1549876,5,Jóvenes Activos Básicos,0.9903627
1549003,5,Jóvenes Activos Básicos,0.9900524
1550124,5,Jóvenes Activos Básicos,0.98995835
1552749,5,Jóvenes Activos Básicos,0.9899092
1520762,5,Jóvenes Activos Básicos,0.98985016
1550271,5,Jóvenes Activos Básicos,0.9898371
1553397,5,Jóvenes Activos Básicos,0.98980147
1548949,5,Jóvenes Activos Básicos,0.989721
1548714,5,Jóvenes Activos Básicos,0.98971844
1549074,5,Jóvenes Activos Básicos,0.98971844
565459,5,Jóvenes Activos Básicos,0.98952603
1553137,5,Jóvenes Activos Básicos,0.9895042
1548437,5,Jóvenes Activos Básicos,0.9893964
1550672,5,Jóvenes Activos Básicos,0.989176
1549627,5,Jóvenes Activos Básicos,0.9886553
1551534,5,Jóvenes Activos Básicos,0.9885296
1549892,5,Jóvenes Activos Básicos,0.9883315
1550278,5,Jóvenes Activos Básicos,0.98814464
102451,5,Jóvenes Activos Básicos,0.9880372
273750,6,Alto Potencial Virgen,0.99964166
400368,6,Alto Potencial Virgen,0.99956757
384337,6,Alto Potencial Virgen,0.99952364
1541629,6,Alto Potencial Virgen,0.99906653
512429,6,Alto Potencial Virgen,0.9990314
1548962,6,Alto Potencial Virgen,0.99895096
1550261,6,Alto Potencial Virgen,0.99895096
1551689,6,Alto Potencial Virgen,0.99854267
1551088,6,Alto Potencial Virgen,0.99824333
1551178,6,Alto Potencial Virgen,0.99803513
1551226,6,Alto Potencial Virgen,0.99803513
1548675,6,Alto Potencial Virgen,0.99802184
1550395,6,Alto Potencial Virgen,0.9979048
1549645,6,Alto Potencial Virgen,0.99789137
240929,6,Alto Potencial Virgen,0.9978618
908668,6,Alto Potencial Virgen,0.9978618
179009,6,Alto Potencial Virgen,0.99775213
1551346,6,Alto Potencial Virgen,0.9975545
154399,6,Alto Potencial Virgen,0.99754566
1548666,6,Alto Potencial Virgen,0.9975114
147454,6,Alto Potencial Virgen,0.99740607
1550134,6,Alto Potencial Virgen,0.9973277
1551379,6,Alto Potencial Virgen,0.9973277
1113919,6,Alto Potencial Virgen,0.9971929
1549380,6,Alto Potencial Virgen,0.99698406
1549678,6,Alto Potencial Virgen,0.99698406
1551615,6,Alto Potencial Virgen,0.9964568
1552010,6,Alto Potencial Virgen,0.99600166
505788,6,Alto Potencial Virgen,0.99599457
279050,6,Alto Potencial Virgen,0.9958313
1553145,6,Alto Potencial Virgen,0.99571216
85045,6,Alto Potencial Virgen,0.9956157
1545679,6,Alto Potencial Virgen,0.99516606
1552222,6,Alto Potencial Virgen,0.9950807
1553114,6,Alto Potencial Virgen,0.9950807
1552626,6,Alto Potencial Virgen,0.9949562
1549424,6,Alto Potencial Virgen,0.9945427
867700,6,Alto Potencial Virgen,0.9945427
1551374,6,Alto Potencial Virgen,0.99451506
1550621,6,Alto Potencial Virgen,0.99432266
1548528,6,Alto Potencial Virgen,0.9942642
1552488,6,Alto Potencial Virgen,0.99423766
1529709,6,Alto Potencial Virgen,0.99377006
1549382,6,Alto Potencial Virgen,0.9937431
1550628,6,Alto Potencial Virgen,0.9937431
1549779,6,Alto Potencial Virgen,0.9937405
1549871,6,Alto Potencial Virgen,0.99371535
575673,6,Alto Potencial Virgen,0.9935941
1551983,6,Alto Potencial Virgen,0.9931892
455178,6,Alto Potencial Virgen,0.9931892
428589,6,Alto Potencial Virgen,0.99312043
1553083,6,Alto Potencial Virgen,0.9929456
1542427,6,Alto Potencial Virgen,0.9928745
1548955,6,Alto Potencial Virgen,0.99284184
1552680,6,Alto Potencial Virgen,0.99284184
1549792,6,Alto Potencial Virgen,0.99268675
247064,6,Alto Potencial Virgen,0.99252665
1548746,6,Alto Potencial Virgen,0.99244225
1549771,6,Alto Potencial Virgen,0.992211
1549254,6,Alto Potencial Virgen,0.9919911
1551012,6,Alto Potencial Virgen,0.9919911
1551920,6,Alto Potencial Virgen,0.9919911
1552497,6,Alto Potencial Virgen,0.9919911
1552952,6,Alto Potencial Virgen,0.9919911
1553684,6,Alto Potencial Virgen,0.9919911
1551916,6,Alto Potencial Virgen,0.99195194
1551952,6,Alto Potencial Virgen,0.99195194
1550804,6,Alto Potencial Virgen,0.99187875
1552618,6,Alto Potencial Virgen,0.99187875
1553644,6,Alto Potencial Virgen,0.99187875
1552857,6,Alto Potencial Virgen,0.99176425
1552991,6,Alto Potencial Virgen,0.99176425
1549014,6,Alto Potencial Virgen,0.9914404
1549192,6,Alto Potencial Virgen,0.9913653
1552996,6,Alto Potencial Virgen,0.9910545
1549368,6,Alto Potencial Virgen,0.99097025
1549582,6,Alto Potencial Virgen,0.99091876
449843,6,Alto Potencial Virgen,0.9908228
1117910,6,Alto Potencial Virgen,0.9906008
1543713,6,Alto Potencial Virgen,0.9904406
1553115,6,Alto Potencial Virgen,0.99030507
1550660,6,Alto Potencial Virgen,0.99027854
1550873,6,Alto Potencial Virgen,0.99027854
1553358,6,Alto Potencial Virgen,0.99027854
1553581,6,Alto Potencial Virgen,0.9901154
1549156,6,Alto Potencial Virgen,0.98973405
223524,6,Alto Potencial Virgen,0.989603
76895,6,Alto Potencial Virgen,0.98950374
1548575,6,Alto Potencial Virgen,0.9893873
1550412,6,Alto Potencial Virgen,0.98930067
1550329,6,Alto Potencial Virgen,0.9888679
1551955,6,Alto Potencial Virgen,0.9888142
1552481,6,Alto Potencial Virgen,0.9888142
1551058,6,Alto Potencial Virgen,0.9885251
1548636,6,Alto Potencial Virgen,0.98823637
1549652,6,Alto Potencial Virgen,0.9882002
1550347,6,Alto Potencial Virgen,0.9882002
1552881,6,Alto Potencial Virgen,0.9882002
1551627,6,Alto Potencial Virgen,0.9878769
1551662,6,Alto Potencial Virgen,0.9878323
1538549,7,Valor Medio-Alto,0.9993175
1539602,7,Valor Medio-Alto,0.9992367
1535653,7,Valor Medio-Alto,0.999158
1540968,7,Valor Medio-Alto,0.9990134
1540486,7,Valor Medio-Alto,0.9989625
1529150,7,Valor Medio-Alto,0.9987452
1538325,7,Valor Medio-Alto,0.99848974
1544792,7,Valor Medio-Alto,0.99848866
1532320,7,Valor Medio-Alto,0.9984504
