pk_cid,cluster,cluster_name,propensity_pension
1548261,4,Universitarios Estándar,0.99267673
1549070,4,Universitarios Estándar,0.98818946
1549728,4,Universitarios Estándar,0.98721516
1309665,4,Universitarios Estándar,0.9843573
1549166,4,Universitarios Estándar,0.9834858
1549964,4,Universitarios Estándar,0.98245746
1551322,4,Universitarios Estándar,0.98076284
1550034,4,Universitarios Estándar,0.9804155
1549900,4,Universitarios Estándar,0.97958094
1550196,4,Universitarios Estándar,0.97958094
1552028,4,Universitarios Estándar,0.97958094
1543962,4,Universitarios Estándar,0.9795176
1549794,4,Universitarios Estándar,0.979067
1551962,4,Universitarios Estándar,0.979067
1552908,4,Universitarios Estándar,0.97866243
1549639,4,Universitarios Estándar,0.9783545
1551548,4,Universitarios Estándar,0.9783545
1551053,4,Universitarios Estándar,0.9782103
1549012,4,Universitarios Estándar,0.9781326
1550956,4,Universitarios Estándar,0.9776169
1548456,4,Universitarios Estándar,0.9768538
1550860,4,Universitarios Estándar,0.97683597
1547570,4,Universitarios Estándar,0.97670346
1550372,4,Universitarios Estándar,0.97634137
1551120,4,Universitarios Estándar,0.976168
1550369,4,Universitarios Estándar,0.9760231
1548243,4,Universitarios Estándar,0.9758875
1552154,4,Universitarios Estándar,0.97431266
1551509,4,Universitarios Estándar,0.9743016
1549581,4,Universitarios Estándar,0.9742852
1551532,4,Universitarios Estándar,0.9738229
1550970,4,Universitarios Estándar,0.97311527
1548339,4,Universitarios Estándar,0.9729806
1550238,4,Universitarios Estándar,0.9726776
1548712,4,Universitarios Estándar,0.9726336
1548491,4,Universitarios Estándar,0.97213024
1550894,4,Universitarios Estándar,0.9720223
1549874,4,Universitarios Estándar,0.97167194
1549679,4,Universitarios Estándar,0.97145385
1551162,4,Universitarios Estándar,0.97145385
1550741,4,Universitarios Estándar,0.9711236
422761,4,Universitarios Estándar,0.97111106
1550446,4,Universitarios Estándar,0.97000283
1549397,4,Universitarios Estándar,0.96923894
1551210,4,Universitarios Estándar,0.96878976
1552549,4,Universitarios Estándar,0.9684932
1530092,4,Universitarios Estándar,0.96833515
1552137,4,Universitarios Estándar,0.96811867
1550583,4,Universitarios Estándar,0.9680829
1549394,4,Universitarios Estándar,0.9679068
1549008,4,Universitarios Estándar,0.96729624
1548617,4,Universitarios Estándar,0.96720123
1549322,4,Universitarios Estándar,0.9669339
1549362,4,Universitarios Estándar,0.96667403
1550182,4,Universitarios Estándar,0.96655744
1549013,4,Universitarios Estándar,0.9650574
1551333,4,Universitarios Estándar,0.9641783
1550892,4,Universitarios Estándar,0.9632136
1549042,4,Universitarios Estándar,0.9627345
1549943,4,Universitarios Estándar,0.96249104
1551745,4,Universitarios Estándar,0.96245337
1551562,4,Universitarios Estándar,0.96242964
1552008,4,Universitarios Estándar,0.96211916
1551638,4,Universitarios Estándar,0.9621158
1552911,4,Universitarios Estándar,0.9621158
1532211,4,Universitarios Estándar,0.96191394
1550830,4,Universitarios Estándar,0.9615213
1550519,4,Universitarios Estándar,0.9612411
1550398,4,Universitarios Estándar,0.9608068
1550649,4,Universitarios Estándar,0.96068126
1550493,4,Universitarios Estándar,0.9606656
1552730,4,Universitarios Estándar,0.960381
1550751,4,Universitarios Estándar,0.95997375
1549911,4,Universitarios Estándar,0.9597145
1550283,4,Universitarios Estándar,0.95968914
1551445,4,Universitarios Estándar,0.9587649
1552517,4,Universitarios Estándar,0.9587649
1550445,4,Universitarios Estándar,0.9575686
1549421,4,Universitarios Estándar,0.95750684
1549906,4,Universitarios Estándar,0.95750684
1550299,4,Universitarios Estándar,0.95748454
1553120,4,Universitarios Estándar,0.9573137
1551487,4,Universitarios Estándar,0.9567527
1549239,4,Universitarios Estándar,0.95662844
1549113,4,Universitarios Estándar,0.9564584
1545812,4,Universitarios Estándar,0.9555699
1548448,4,Universitarios Estándar,0.95509857
1551248,4,Universitarios Estándar,0.95506555
1548285,4,Universitarios Estándar,0.9549429
1551577,4,Universitarios Estándar,0.9545484
1553181,4,Universitarios Estándar,0.9545484
1549476,4,Universitarios Estándar,0.95420057
1550719,4,Universitarios Estándar,0.95409715
1550450,4,Universitarios Estándar,0.95408875
1550115,4,Universitarios Estándar,0.9537164
1549738,4,Universitarios Estándar,0.9536858
1551018,4,Universitarios Estándar,0.9536858
1548816,4,Universitarios Estándar,0.9536678
1546941,5,Particulares Activos,0.99598855
1516259,5,Particulares Activos,0.99561346
1545356,5,Particulares Activos,0.9953884
1547008,5,Particulares Activos,0.99521697
1546702,5,Particulares Activos,0.9948086
1531645,5,Particulares Activos,0.99298614
1544088,5,Particulares Activos,0.99189925
1547403,5,Particulares Activos,0.9917504
1537410,5,Particulares Activos,0.99171466
1522468,5,Particulares Activos,0.9914758
1548033,5,Particulares Activos,0.9912641
1545189,5,Particulares Activos,0.9911758
1530954,5,Particulares Activos,0.9910793
1538245,5,Particulares Activos,0.9908887
1548196,5,Particulares Activos,0.99066776
1545008,5,Particulares Activos,0.9905668
1530664,5,Particulares Activos,0.99051297
1544227,5,Particulares Activos,0.9898656
1542066,5,Particulares Activos,0.9895335
1547278,5,Particulares Activos,0.9895091
1541695,5,Particulares Activos,0.9894387
1545112,5,Particulares Activos,0.98930955
1543597,5,Particulares Activos,0.9885428
1546428,5,Particulares Activos,0.98836577
1547445,5,Particulares Activos,0.98836213
1544404,5,Particulares Activos,0.9881633
1545588,5,Particulares Activos,0.9881633
1546685,5,Particulares Activos,0.98785883
1539503,5,Particulares Activos,0.98783827
1543722,5,Particulares Activos,0.9877829
1544710,5,Particulares Activos,0.98778164
1545858,5,Particulares Activos,0.98770624
1547548,5,Particulares Activos,0.98770624
1546555,5,Particulares Activos,0.987615
1544616,5,Particulares Activos,0.98754346
1542811,5,Particulares Activos,0.9874945
1545607,5,Particulares Activos,0.9874806
1546666,5,Particulares Activos,0.9873689
1545782,5,Particulares Activos,0.98735005
1546197,5,Particulares Activos,0.9871242
1547831,5,Particulares Activos,0.9871221
1546427,5,Particulares Activos,0.9871094
1547308,5,Particulares Activos,0.9870768
1528499,5,Particulares Activos,0.9869962
1532482,5,Particulares Activos,0.98676676
1547388,5,Particulares Activos,0.98672223
1543354,5,Particulares Activos,0.9866723
1545023,5,Particulares Activos,0.98653877
1522737,5,Particulares Activos,0.98643446
1543978,5,Particulares Activos,0.9864223
1537128,5,Particulares Activos,0.986421
1547273,5,Particulares Activos,0.98634875
1545590,5,Particulares Activos,0.9862917
1546180,5,Particulares Activos,0.9862872
1543966,5,Particulares Activos,0.98628473
1543851,5,Particulares Activos,0.986273
1544157,5,Particulares Activos,0.986273
1548042,5,Particulares Activos,0.9862585
1538911,5,Particulares Activos,0.98614603
1544181,5,Particulares Activos,0.98611915
1543937,5,Particulares Activos,0.9861059
1546830,5,Particulares Activos,0.986089
1543194,5,Particulares Activos,0.98591274
1544910,5,Particulares Activos,0.9858261
1542975,5,Particulares Activos,0.98566115
1543484,5,Particulares Activos,0.9855965
1543915,5,Particulares Activos,0.98547596
1545048,5,Particulares Activos,0.9853704
1545944,5,Particulares Activos,0.9853119
1547598,5,Particulares Activos,0.9853119
1544247,5,Particulares Activos,0.9852765
1546812,5,Particulares Activos,0.9852765
1547888,5,Particulares Activos,0.98522043
1544092,5,Particulares Activos,0.9852173
1547737,5,Particulares Activos,0.9852173
1547342,5,Particulares Activos,0.98521096
1543747,5,Particulares Activos,0.9851757
1545220,5,Particulares Activos,0.98498964
1542936,5,Particulares Activos,0.9849417
1544994,5,Particulares Activos,0.9848643
1546801,5,Particulares Activos,0.9846541
1544382,5,Particulares Activos,0.98459864
1432714,5,Particulares Activos,0.98445326
1545247,5,Particulares Activos,0.98445326
1545993,5,Particulares Activos,0.98445326
1546258,5,Particulares Activos,0.98445326
1546891,5,Particulares Activos,0.98445326
1529758,5,Particulares Activos,0.9844477
1543841,5,Particulares Activos,0.98441595
1543729,5,Particulares Activos,0.9842868
1534697,5,Particulares Activos,0.9842642
1543337,5,Particulares Activos,0.98420507
1544283,5,Particulares Activos,0.98417795
1546481,5,Particulares Activos,0.984159
1547045,5,Particulares Activos,0.984159
1547560,5,Particulares Activos,0.9840328
1526846,5,Particulares Activos,0.98386073
1546291,5,Particulares Activos,0.98374397
1531737,5,Particulares Activos,0.9837366
1545335,5,Particulares Activos,0.9835947
1552493,6,Alto Potencial Virgen,0.94914585
1550311,6,Alto Potencial Virgen,0.94549805
1113829,6,Alto Potencial Virgen,0.94186634
1548343,6,Alto Potencial Virgen,0.94186634
1548433,6,Alto Potencial Virgen,0.94186634
1551174,6,Alto Potencial Virgen,0.94186634
1551370,6,Alto Potencial Virgen,0.94186634
1552058,6,Alto Potencial Virgen,0.94186634
1547286,6,Alto Potencial Virgen,0.9340516
1536323,6,Alto Potencial Virgen,0.9340052
1549145,6,Alto Potencial Virgen,0.9337317
1549718,6,Alto Potencial Virgen,0.9337317
1549870,6,Alto Potencial Virgen,0.9337317
1550246,6,Alto Potencial Virgen,0.9337317
1550730,6,Alto Potencial Virgen,0.9337317
1551099,6,Alto Potencial Virgen,0.9337317
1552709,6,Alto Potencial Virgen,0.9337317
1552756,6,Alto Potencial Virgen,0.9337317
1553677,6,Alto Potencial Virgen,0.9337317
1549014,6,Alto Potencial Virgen,0.9329786
1551048,6,Alto Potencial Virgen,0.93271786
1551204,6,Alto Potencial Virgen,0.93271786
1550412,6,Alto Potencial Virgen,0.9312824
1548342,6,Alto Potencial Virgen,0.93119264
1551363,6,Alto Potencial Virgen,0.9308626
1550193,6,Alto Potencial Virgen,0.930683
1548654,6,Alto Potencial Virgen,0.93051535
1549680,6,Alto Potencial Virgen,0.93051535
1549831,6,Alto Potencial Virgen,0.93051535
1551918,6,Alto Potencial Virgen,0.93051535
1552561,6,Alto Potencial Virgen,0.93051535
1552632,6,Alto Potencial Virgen,0.93051535
1553199,6,Alto Potencial Virgen,0.93051535
1553320,6,Alto Potencial Virgen,0.93051535
1551346,6,Alto Potencial Virgen,0.92961717
1549888,6,Alto Potencial Virgen,0.9291139
1549912,6,Alto Potencial Virgen,0.9291139
1550538,6,Alto Potencial Virgen,0.9291139
1551620,6,Alto Potencial Virgen,0.9291139
1552744,6,Alto Potencial Virgen,0.9291139
1552758,6,Alto Potencial Virgen,0.9291139
1552871,6,Alto Potencial Virgen,0.9291139
1553612,6,Alto Potencial Virgen,0.9291139
1532663,6,Alto Potencial Virgen,0.927198
1546147,6,Alto Potencial Virgen,0.9205937
1547110,6,Alto Potencial Virgen,0.92057115
1552857,6,Alto Potencial Virgen,0.9189713
1548805,6,Alto Potencial Virgen,0.9183077
1549291,6,Alto Potencial Virgen,0.9183077
1549526,6,Alto Potencial Virgen,0.9183077
1549970,6,Alto Potencial Virgen,0.9183077
1550468,6,Alto Potencial Virgen,0.9183077
1550690,6,Alto Potencial Virgen,0.9183077
1550769,6,Alto Potencial Virgen,0.9183077
1551854,6,Alto Potencial Virgen,0.9183077
1552095,6,Alto Potencial Virgen,0.9183077
1552993,6,Alto Potencial Virgen,0.9183077
1553165,6,Alto Potencial Virgen,0.9183077
1553215,6,Alto Potencial Virgen,0.9183077
1553482,6,Alto Potencial Virgen,0.9183077
1121175,6,Alto Potencial Virgen,0.9178654
1548326,6,Alto Potencial Virgen,0.9178654
1548698,6,Alto Potencial Virgen,0.9178654
1548769,6,Alto Potencial Virgen,0.9178654
1549176,6,Alto Potencial Virgen,0.9178654
1549294,6,Alto Potencial Virgen,0.9178654
1549479,6,Alto Potencial Virgen,0.9178654
1549925,6,Alto Potencial Virgen,0.9178654
1550229,6,Alto Potencial Virgen,0.9178654
1550810,6,Alto Potencial Virgen,0.9178654
1550992,6,Alto Potencial Virgen,0.9178654
1552180,6,Alto Potencial Virgen,0.9178654
1552420,6,Alto Potencial Virgen,0.9178654
1552617,6,Alto Potencial Virgen,0.9178654
1552792,6,Alto Potencial Virgen,0.9178654
1553430,6,Alto Potencial Virgen,0.9178654
1553625,6,Alto Potencial Virgen,0.9178654
1553658,6,Alto Potencial Virgen,0.9178654
1553673,6,Alto Potencial Virgen,0.9178654
1533642,6,Alto Potencial Virgen,0.9169429
1549416,6,Alto Potencial Virgen,0.91678685
1552815,6,Alto Potencial Virgen,0.91678685
1550090,6,Alto Potencial Virgen,0.9156724
1548910,6,Alto Potencial Virgen,0.91549647
1549484,6,Alto Potencial Virgen,0.91549647
1549847,6,Alto Potencial Virgen,0.91549647
1550927,6,Alto Potencial Virgen,0.91549647
1552211,6,Alto Potencial Virgen,0.91549647
1552227,6,Alto Potencial Virgen,0.91549647
1553033,6,Alto Potencial Virgen,0.91549647
1553600,6,Alto Potencial Virgen,0.91549647
913737,6,Alto Potencial Virgen,0.91549647
1547387,6,Alto Potencial Virgen,0.9153772
1553552,6,Alto Potencial Virgen,0.9134479
1543553,6,Alto Potencial Virgen,0.9134241
1542271,6,Alto Potencial Virgen,0.9129638
1551178,6,Alto Potencial Virgen,0.9127386
1551226,6,Alto Potencial Virgen,0.9127386
1548336,6,Alto Potencial Virgen,0.9118553
1549871,6,Alto Potencial Virgen,0.91061646
