pk_cid,cluster,cluster_name,propensity_pension
1549906,1,Universitarios Estándar,0.95750684
1550299,1,Universitarios Estándar,0.95748454
1553120,1,Universitarios Estándar,0.9573137
1551487,1,Universitarios Estándar,0.9567527
1549239,1,Universitarios Estándar,0.95662844
1549113,1,Universitarios Estándar,0.9564584
1545812,1,Universitarios Estándar,0.9555699
1548448,1,Universitarios Estándar,0.95509857
1551248,1,Universitarios Estándar,0.95506555
1548285,1,Universitarios Estándar,0.9549429
1551577,1,Universitarios Estándar,0.9545484
1553181,1,Universitarios Estándar,0.9545484
1549476,1,Universitarios Estándar,0.95420057
1550719,1,Universitarios Estándar,0.95409715
1550450,1,Universitarios Estándar,0.95408875
1550115,1,Universitarios Estándar,0.9537164
1549738,1,Universitarios Estándar,0.9536858
1551018,1,Universitarios Estándar,0.9536858
1548816,1,Universitarios Estándar,0.9536678
1551987,2,Inactivos Totales,0.9746587
1550225,2,Inactivos Totales,0.9704021
1548991,2,Inactivos Totales,0.96740526
1549644,2,Inactivos Totales,0.96740526
1551701,2,Inactivos Totales,0.96740526
1549577,2,Inactivos Totales,0.96561307
1551260,2,Inactivos Totales,0.96561307
1552830,2,Inactivos Totales,0.9626848
1553102,2,Inactivos Totales,0.9606406
1549276,2,Inactivos Totales,0.958387
1549286,2,Inactivos Totales,0.9512275
1549918,2,Inactivos Totales,0.9512275
1552409,2,Inactivos Totales,0.9512275
1548774,2,Inactivos Totales,0.9498479
1550143,2,Inactivos Totales,0.9498479
1550427,2,Inactivos Totales,0.9485477
1544294,2,Inactivos Totales,0.9481057
1551191,2,Inactivos Totales,0.9468713
1550963,2,Inactivos Totales,0.94485354
1551490,2,Inactivos Totales,0.94485354
1546962,2,Inactivos Totales,0.94305766
1549229,2,Inactivos Totales,0.9426865
1533176,2,Inactivos Totales,0.9425795
1549034,2,Inactivos Totales,0.9419487
1550067,2,Inactivos Totales,0.9418575
1550319,2,Inactivos Totales,0.9418575
1553020,2,Inactivos Totales,0.9418575
1551052,2,Inactivos Totales,0.940622
1551276,2,Inactivos Totales,0.940622
1549425,2,Inactivos Totales,0.9405098
1551707,2,Inactivos Totales,0.9405098
1548607,2,Inactivos Totales,0.9388337
1375719,2,Inactivos Totales,0.93855935
1549371,2,Inactivos Totales,0.93855935
1548733,2,Inactivos Totales,0.9378316
1551585,2,Inactivos Totales,0.9378316
1550043,2,Inactivos Totales,0.9359422
1551349,2,Inactivos Totales,0.9359422
1550776,2,Inactivos Totales,0.9354857
1551117,2,Inactivos Totales,0.9354857
1549487,2,Inactivos Totales,0.93497556
1362490,2,Inactivos Totales,0.9345637
1550657,2,Inactivos Totales,0.93358606
1544931,2,Inactivos Totales,0.93329984
1551961,2,Inactivos Totales,0.93165195
1548418,2,Inactivos Totales,0.92979217
1549427,2,Inactivos Totales,0.92979217
1550798,2,Inactivos Totales,0.92979217
1552228,2,Inactivos Totales,0.9287893
1548642,2,Inactivos Totales,0.9287076
1550978,2,Inactivos Totales,0.9268483
1548841,2,Inactivos Totales,0.9265156
1551033,2,Inactivos Totales,0.9256488
1552478,2,Inactivos Totales,0.9254236
1552281,2,Inactivos Totales,0.9243323
1552591,2,Inactivos Totales,0.9241421
1549671,2,Inactivos Totales,0.9241384
1550320,2,Inactivos Totales,0.9233374
1551097,2,Inactivos Totales,0.9217491
1551091,2,Inactivos Totales,0.9209978
1545950,2,Inactivos Totales,0.91801983
1547080,2,Inactivos Totales,0.9125263
1551005,2,Inactivos Totales,0.9124565
1550044,2,Inactivos Totales,0.9124156
1551517,2,Inactivos Totales,0.9120118
1551654,2,Inactivos Totales,0.9116736
1533440,2,Inactivos Totales,0.9115744
1549758,2,Inactivos Totales,0.91122127
1547001,2,Inactivos Totales,0.90966624
1552141,2,Inactivos Totales,0.9092203
1550849,2,Inactivos Totales,0.90660757
1544091,2,Inactivos Totales,0.9050351
1550488,2,Inactivos Totales,0.9034899
1552820,2,Inactivos Totales,0.9017603
1545257,2,Inactivos Totales,0.9007842
603198,2,Inactivos Totales,0.90026265
1551934,2,Inactivos Totales,0.89967716
1550501,2,Inactivos Totales,0.8971304
1550847,2,Inactivos Totales,0.89680815
1551791,2,Inactivos Totales,0.89680815
1550436,2,Inactivos Totales,0.89672273
1548996,2,Inactivos Totales,0.8935025
1550112,2,Inactivos Totales,0.8935025
1551135,2,Inactivos Totales,0.8935025
1549453,2,Inactivos Totales,0.89144367
1548878,2,Inactivos Totales,0.89086723
1549517,2,Inactivos Totales,0.89086723
1550990,2,Inactivos Totales,0.89086723
1552316,2,Inactivos Totales,0.89013547
1548779,2,Inactivos Totales,0.887719
1546925,2,Inactivos Totales,0.8866159
1549787,2,Inactivos Totales,0.8859358
1550722,2,Inactivos Totales,0.8859358
1551093,2,Inactivos Totales,0.8858042
1551454,2,Inactivos Totales,0.88480324
1343927,2,Inactivos Totales,0.8826247
1551051,2,Inactivos Totales,0.8817044
1544166,2,Inactivos Totales,0.88123626
1543591,2,Inactivos Totales,0.8798172
1551035,2,Inactivos Totales,0.8771875
1544647,3,Profesionales Dormidos,0.97754925
1547929,3,Profesionales Dormidos,0.9770314
1544025,3,Profesionales Dormidos,0.97472405
1546419,3,Profesionales Dormidos,0.9703879
1547220,3,Profesionales Dormidos,0.9646966
1546859,3,Profesionales Dormidos,0.9643027
1546982,3,Profesionales Dormidos,0.963874
1547581,3,Profesionales Dormidos,0.96307915
1544668,3,Profesionales Dormidos,0.9619954
1544672,3,Profesionales Dormidos,0.9582592
1543799,3,Profesionales Dormidos,0.955218
1547838,3,Profesionales Dormidos,0.9552017
1547204,3,Profesionales Dormidos,0.953344
1546714,3,Profesionales Dormidos,0.95229536
1547934,3,Profesionales Dormidos,0.9522357
1547374,3,Profesionales Dormidos,0.9515146
1543049,3,Profesionales Dormidos,0.95055866
1545732,3,Profesionales Dormidos,0.94709253
1548005,3,Profesionales Dormidos,0.9469345
1547192,3,Profesionales Dormidos,0.94681334
1547984,3,Profesionales Dormidos,0.9461331
1545839,3,Profesionales Dormidos,0.9453331
1548203,3,Profesionales Dormidos,0.9453331
1543573,3,Profesionales Dormidos,0.9445379
1545584,3,Profesionales Dormidos,0.9445379
1544613,3,Profesionales Dormidos,0.9444763
1302130,3,Profesionales Dormidos,0.944022
1546750,3,Profesionales Dormidos,0.9429654
1546484,3,Profesionales Dormidos,0.9423373
1543300,3,Profesionales Dormidos,0.942189
1545066,3,Profesionales Dormidos,0.9410563
1548041,3,Profesionales Dormidos,0.94100225
1545684,3,Profesionales Dormidos,0.939566
1250361,3,Profesionales Dormidos,0.9394929
1546184,3,Profesionales Dormidos,0.93834066
1547254,3,Profesionales Dormidos,0.9380909
1545110,3,Profesionales Dormidos,0.9380239
1544582,3,Profesionales Dormidos,0.937227
1544320,3,Profesionales Dormidos,0.9372072
1544314,3,Profesionales Dormidos,0.9354128
1547547,3,Profesionales Dormidos,0.93515503
1543826,3,Profesionales Dormidos,0.9350693
1547082,3,Profesionales Dormidos,0.9348643
1546846,3,Profesionales Dormidos,0.9341817
1545766,3,Profesionales Dormidos,0.9339403
1546068,3,Profesionales Dormidos,0.9313089
1543250,3,Profesionales Dormidos,0.9303726
1536861,3,Profesionales Dormidos,0.92912257
1544138,3,Profesionales Dormidos,0.9290278
1545542,3,Profesionales Dormidos,0.92731935
1547606,3,Profesionales Dormidos,0.923524
1547368,3,Profesionales Dormidos,0.92347807
1547407,3,Profesionales Dormidos,0.92329663
1545597,3,Profesionales Dormidos,0.9230604
1547928,3,Profesionales Dormidos,0.9227216
1545169,3,Profesionales Dormidos,0.9226204
1546235,3,Profesionales Dormidos,0.9223724
1544567,3,Profesionales Dormidos,0.9210441
1525970,3,Profesionales Dormidos,0.92079306
1547100,3,Profesionales Dormidos,0.92048824
1543816,3,Profesionales Dormidos,0.92026323
1545455,3,Profesionales Dormidos,0.9198459
1535508,3,Profesionales Dormidos,0.9196405
1543834,3,Profesionales Dormidos,0.9194455
1533536,3,Profesionales Dormidos,0.91910625
1542656,3,Profesionales Dormidos,0.9187003
1547595,3,Profesionales Dormidos,0.918637
1539185,3,Profesionales Dormidos,0.9182631
1544143,3,Profesionales Dormidos,0.9168592
1536821,3,Profesionales Dormidos,0.91684437
1542663,3,Profesionales Dormidos,0.91638756
1544617,3,Profesionales Dormidos,0.915152
1548201,3,Profesionales Dormidos,0.9147785
1547477,3,Profesionales Dormidos,0.91418934
1545041,3,Profesionales Dormidos,0.912892
1542308,3,Profesionales Dormidos,0.9125836
1546333,3,Profesionales Dormidos,0.91254663
1544725,3,Profesionales Dormidos,0.9124199
1544965,3,Profesionales Dormidos,0.9113077
1533725,3,Profesionales Dormidos,0.9110812
1544437,3,Profesionales Dormidos,0.9110444
1545994,3,Profesionales Dormidos,0.91081333
1544623,3,Profesionales Dormidos,0.91042185
1544113,3,Profesionales Dormidos,0.90960693
1544468,3,Profesionales Dormidos,0.90880597
1546622,3,Profesionales Dormidos,0.90880597
1546950,3,Profesionales Dormidos,0.90880597
1542759,3,Profesionales Dormidos,0.9084815
1548189,3,Profesionales Dormidos,0.90818
1543044,3,Profesionales Dormidos,0.90815806
1545568,3,Profesionales Dormidos,0.90735054
1523767,3,Profesionales Dormidos,0.90727085
1547723,3,Profesionales Dormidos,0.9056175
1521592,3,Profesionales Dormidos,0.9055955
1543373,3,Profesionales Dormidos,0.90486336
1537143,3,Profesionales Dormidos,0.90463734
1543829,3,Profesionales Dormidos,0.90291923
1544450,3,Profesionales Dormidos,0.9015909
1544826,3,Profesionales Dormidos,0.9014994
1543711,3,Profesionales Dormidos,0.9008685
1546941,4,Alto Valor Principal,0.99598855
1516259,4,Alto Valor Principal,0.99561346
1545356,4,Alto Valor Principal,0.9953884
1544088,4,Alto Valor Principal,0.99189925
1547403,4,Alto Valor Principal,0.9917504
1522468,4,Alto Valor Principal,0.9914758
1548033,4,Alto Valor Principal,0.9912641
1545189,4,Alto Valor Principal,0.9911758
1544227,4,Alto Valor Principal,0.9898656
1542066,4,Alto Valor Principal,0.9895335
1545112,4,Alto Valor Principal,0.98930955
1543597,4,Alto Valor Principal,0.9885428
1547445,4,Alto Valor Principal,0.98836213
1544404,4,Alto Valor Principal,0.9881633
1545588,4,Alto Valor Principal,0.9881633
1546685,4,Alto Valor Principal,0.98785883
1544710,4,Alto Valor Principal,0.98778164
1545858,4,Alto Valor Principal,0.98770624
1547548,4,Alto Valor Principal,0.98770624
1544616,4,Alto Valor Principal,0.98754346
1542811,4,Alto Valor Principal,0.9874945
1546666,4,Alto Valor Principal,0.9873689
1545782,4,Alto Valor Principal,0.98735005
1547831,4,Alto Valor Principal,0.9871221
1546427,4,Alto Valor Principal,0.9871094
1532482,4,Alto Valor Principal,0.98676676
1547388,4,Alto Valor Principal,0.98672223
1522737,4,Alto Valor Principal,0.98643446
1543978,4,Alto Valor Principal,0.9864223
1537128,4,Alto Valor Principal,0.986421
1547273,4,Alto Valor Principal,0.98634875
1543966,4,Alto Valor Principal,0.98628473
1543851,4,Alto Valor Principal,0.986273
1544157,4,Alto Valor Principal,0.986273
1544181,4,Alto Valor Principal,0.98611915
1543937,4,Alto Valor Principal,0.9861059
1543194,4,Alto Valor Principal,0.98591274
1544910,4,Alto Valor Principal,0.9858261
1543484,4,Alto Valor Principal,0.9855965
1543915,4,Alto Valor Principal,0.98547596
1545944,4,Alto Valor Principal,0.9853119
1547598,4,Alto Valor Principal,0.9853119
1544247,4,Alto Valor Principal,0.9852765
1546812,4,Alto Valor Principal,0.9852765
1544092,4,Alto Valor Principal,0.9852173
1547737,4,Alto Valor Principal,0.9852173
1547342,4,Alto Valor Principal,0.98521096
1543747,4,Alto Valor Principal,0.9851757
1545220,4,Alto Valor Principal,0.98498964
1542936,4,Alto Valor Principal,0.9849417
1544382,4,Alto Valor Principal,0.98459864
1432714,4,Alto Valor Principal,0.98445326
1545247,4,Alto Valor Principal,0.98445326
1545993,4,Alto Valor Principal,0.98445326
1546258,4,Alto Valor Principal,0.98445326
1546891,4,Alto Valor Principal,0.98445326
1543729,4,Alto Valor Principal,0.9842868
1534697,4,Alto Valor Principal,0.9842642
1543337,4,Alto Valor Principal,0.98420507
1544283,4,Alto Valor Principal,0.98417795
1546481,4,Alto Valor Principal,0.984159
1547045,4,Alto Valor Principal,0.984159
1547560,4,Alto Valor Principal,0.9840328
1526846,4,Alto Valor Principal,0.98386073
1546291,4,Alto Valor Principal,0.98374397
1543639,4,Alto Valor Principal,0.98341656
1531022,4,Alto Valor Principal,0.98327005
1546255,4,Alto Valor Principal,0.9829889
1546273,4,Alto Valor Principal,0.9829889
1542847,4,Alto Valor Principal,0.9828431
1544717,4,Alto Valor Principal,0.9827413
1539402,4,Alto Valor Principal,0.9826993
1545471,4,Alto Valor Principal,0.98269755
1547833,4,Alto Valor Principal,0.98234093
1529471,4,Alto Valor Principal,0.9822719
1544558,4,Alto Valor Principal,0.9822566
1548138,4,Alto Valor Principal,0.98224753
1547524,4,Alto Valor Principal,0.9820046
892783,4,Alto Valor Principal,0.981902
1546635,4,Alto Valor Principal,0.98187226
1533238,4,Alto Valor Principal,0.98187137
1544029,4,Alto Valor Principal,0.98186296
1545012,4,Alto Valor Principal,0.9818127
1546868,4,Alto Valor Principal,0.9817223
1543490,4,Alto Valor Principal,0.98164165
1546611,4,Alto Valor Principal,0.9815965
1522529,4,Alto Valor Principal,0.98157984
1512634,4,Alto Valor Principal,0.98154277
1544803,4,Alto Valor Principal,0.9815062
1544772,4,Alto Valor Principal,0.981431
1547141,4,Alto Valor Principal,0.98133427
1547703,4,Alto Valor Principal,0.9813244
1543678,4,Alto Valor Principal,0.9810158
1540116,4,Alto Valor Principal,0.98098075
1545487,4,Alto Valor Principal,0.9809023
1545265,4,Alto Valor Principal,0.98081124
1530162,4,Alto Valor Principal,0.98057574
1545381,4,Alto Valor Principal,0.98046553
1507344,4,Alto Valor Principal,0.98042893
1547238,4,Alto Valor Principal,0.98042893
1090814,5,Jóvenes Activos Básicos,0.9955179
1548297,5,Jóvenes Activos Básicos,0.9924102
1551017,5,Jóvenes Activos Básicos,0.9914273
1549234,5,Jóvenes Activos Básicos,0.98681414
1549097,5,Jóvenes Activos Básicos,0.9860767
1553303,5,Jóvenes Activos Básicos,0.9860482
1549759,5,Jóvenes Activos Básicos,0.98577625
1550051,5,Jóvenes Activos Básicos,0.9852105
1541781,5,Jóvenes Activos Básicos,0.9836105
1550254,5,Jóvenes Activos Básicos,0.9835662
1550591,5,Jóvenes Activos Básicos,0.98286784
1550839,5,Jóvenes Activos Básicos,0.98252845
1551373,5,Jóvenes Activos Básicos,0.982252
1548543,5,Jóvenes Activos Básicos,0.9809136
1548860,5,Jóvenes Activos Básicos,0.9809136
1550308,5,Jóvenes Activos Básicos,0.98087114
1549919,5,Jóvenes Activos Básicos,0.98059696
1540249,5,Jóvenes Activos Básicos,0.97996557
1540277,5,Jóvenes Activos Básicos,0.97982603
1549901,5,Jóvenes Activos Básicos,0.9793914
1549148,5,Jóvenes Activos Básicos,0.97891164
1550525,5,Jóvenes Activos Básicos,0.9781083
1550888,5,Jóvenes Activos Básicos,0.9779695
1462064,5,Jóvenes Activos Básicos,0.9776895
1550066,5,Jóvenes Activos Básicos,0.9772993
1552556,5,Jóvenes Activos Básicos,0.9772993
1550637,5,Jóvenes Activos Básicos,0.9772864
1390124,5,Jóvenes Activos Básicos,0.9768877
1548407,5,Jóvenes Activos Básicos,0.976549
1548760,5,Jóvenes Activos Básicos,0.9758
1549310,5,Jóvenes Activos Básicos,0.9754523
1549459,5,Jóvenes Activos Básicos,0.9754523
1548566,5,Jóvenes Activos Básicos,0.97536206
1550570,5,Jóvenes Activos Básicos,0.9747659
1550771,5,Jóvenes Activos Básicos,0.97420204
1548896,5,Jóvenes Activos Básicos,0.9740844
1550747,5,Jóvenes Activos Básicos,0.9735754
1550703,5,Jóvenes Activos Básicos,0.9734744
1548727,5,Jóvenes Activos Básicos,0.9731791
1548467,5,Jóvenes Activos Básicos,0.97289586
1548720,5,Jóvenes Activos Básicos,0.97289586
1550351,5,Jóvenes Activos Básicos,0.9723963
1549559,5,Jóvenes Activos Básicos,0.9717022
1549363,5,Jóvenes Activos Básicos,0.97122765
1551815,5,Jóvenes Activos Básicos,0.97106284
1530413,5,Jóvenes Activos Básicos,0.97085595
1552614,5,Jóvenes Activos Básicos,0.97069407
1551789,5,Jóvenes Activos Básicos,0.9702326
1504931,5,Jóvenes Activos Básicos,0.9701961
1548648,5,Jóvenes Activos Básicos,0.9698695
1550884,5,Jóvenes Activos Básicos,0.9698075
1551270,5,Jóvenes Activos Básicos,0.9698075
1548914,5,Jóvenes Activos Básicos,0.96944773
1549592,5,Jóvenes Activos Básicos,0.968653
1550614,5,Jóvenes Activos Básicos,0.968653
1547650,5,Jóvenes Activos Básicos,0.9685255
1549876,5,Jóvenes Activos Básicos,0.9685019
1548643,5,Jóvenes Activos Básicos,0.96827656
1552192,5,Jóvenes Activos Básicos,0.9682436
1549816,5,Jóvenes Activos Básicos,0.96799076
1551159,5,Jóvenes Activos Básicos,0.96682936
1550596,5,Jóvenes Activos Básicos,0.9667045
1551786,5,Jóvenes Activos Básicos,0.96590847
1549056,5,Jóvenes Activos Básicos,0.9657427
1549690,5,Jóvenes Activos Básicos,0.9642311
1551475,5,Jóvenes Activos Básicos,0.9632664
1548500,5,Jóvenes Activos Básicos,0.9631539
882865,5,Jóvenes Activos Básicos,0.9631018
1548473,5,Jóvenes Activos Básicos,0.9625593
1547938,5,Jóvenes Activos Básicos,0.9619906
1549393,5,Jóvenes Activos Básicos,0.9617927
1550677,5,Jóvenes Activos Básicos,0.9614446
1550782,5,Jóvenes Activos Básicos,0.9614446
1549528,5,Jóvenes Activos Básicos,0.96142113
1549488,5,Jóvenes Activos Básicos,0.96134436
1549151,5,Jóvenes Activos Básicos,0.9608508
1547645,5,Jóvenes Activos Básicos,0.9607462
1549817,5,Jóvenes Activos Básicos,0.9602655
1549083,5,Jóvenes Activos Básicos,0.9599143
1551298,5,Jóvenes Activos Básicos,0.9599037
1548391,5,Jóvenes Activos Básicos,0.9598948
1551413,5,Jóvenes Activos Básicos,0.9598567
1551694,5,Jóvenes Activos Básicos,0.9598567
1549163,5,Jóvenes Activos Básicos,0.959667
1550540,5,Jóvenes Activos Básicos,0.959667
1543935,5,Jóvenes Activos Básicos,0.95831025
1548485,5,Jóvenes Activos Básicos,0.95822847
1548711,5,Jóvenes Activos Básicos,0.9578134
1552583,5,Jóvenes Activos Básicos,0.9567308
1549357,5,Jóvenes Activos Básicos,0.95671934
1545535,5,Jóvenes Activos Básicos,0.95648843
1552371,5,Jóvenes Activos Básicos,0.9562001
1548225,5,Jóvenes Activos Básicos,0.9555216
1550697,5,Jóvenes Activos Básicos,0.9551235
1548345,5,Jóvenes Activos Básicos,0.9550115
1547366,5,Jóvenes Activos Básicos,0.954291
1549913,5,Jóvenes Activos Básicos,0.9540772
1531336,5,Jóvenes Activos Básicos,0.95343566
1549182,5,Jóvenes Activos Básicos,0.9530146
1549147,5,Jóvenes Activos Básicos,0.9520734
1552493,6,Alto Potencial Virgen,0.94914585
1550311,6,Alto Potencial Virgen,0.94549805
1113829,6,Alto Potencial Virgen,0.94186634
1548343,6,Alto Potencial Virgen,0.94186634
1548433,6,Alto Potencial Virgen,0.94186634
1551174,6,Alto Potencial Virgen,0.94186634
1551370,6,Alto Potencial Virgen,0.94186634
1552058,6,Alto Potencial Virgen,0.94186634
1547286,6,Alto Potencial Virgen,0.9340516
1536323,6,Alto Potencial Virgen,0.9340052
1549145,6,Alto Potencial Virgen,0.9337317
1549718,6,Alto Potencial Virgen,0.9337317
1549870,6,Alto Potencial Virgen,0.9337317
1550246,6,Alto Potencial Virgen,0.9337317
1550730,6,Alto Potencial Virgen,0.9337317
1551099,6,Alto Potencial Virgen,0.9337317
1552709,6,Alto Potencial Virgen,0.9337317
1552756,6,Alto Potencial Virgen,0.9337317
1553677,6,Alto Potencial Virgen,0.9337317
1549014,6,Alto Potencial Virgen,0.9329786
1551048,6,Alto Potencial Virgen,0.93271786
1551204,6,Alto Potencial Virgen,0.93271786
1550412,6,Alto Potencial Virgen,0.9312824
1548342,6,Alto Potencial Virgen,0.93119264
1551363,6,Alto Potencial Virgen,0.9308626
1550193,6,Alto Potencial Virgen,0.930683
1548654,6,Alto Potencial Virgen,0.93051535
1549680,6,Alto Potencial Virgen,0.93051535
1549831,6,Alto Potencial Virgen,0.93051535
1551918,6,Alto Potencial Virgen,0.93051535
1552561,6,Alto Potencial Virgen,0.93051535
1552632,6,Alto Potencial Virgen,0.93051535
1553199,6,Alto Potencial Virgen,0.93051535
1553320,6,Alto Potencial Virgen,0.93051535
1551346,6,Alto Potencial Virgen,0.92961717
1549888,6,Alto Potencial Virgen,0.9291139
1549912,6,Alto Potencial Virgen,0.9291139
1550538,6,Alto Potencial Virgen,0.9291139
1551620,6,Alto Potencial Virgen,0.9291139
1552744,6,Alto Potencial Virgen,0.9291139
1552758,6,Alto Potencial Virgen,0.9291139
1552871,6,Alto Potencial Virgen,0.9291139
1553612,6,Alto Potencial Virgen,0.9291139
1532663,6,Alto Potencial Virgen,0.927198
1546147,6,Alto Potencial Virgen,0.9205937
1547110,6,Alto Potencial Virgen,0.92057115
1552857,6,Alto Potencial Virgen,0.9189713
1548805,6,Alto Potencial Virgen,0.9183077
1549291,6,Alto Potencial Virgen,0.9183077
1549526,6,Alto Potencial Virgen,0.9183077
1549970,6,Alto Potencial Virgen,0.9183077
1550468,6,Alto Potencial Virgen,0.9183077
1550690,6,Alto Potencial Virgen,0.9183077
1550769,6,Alto Potencial Virgen,0.9183077
1551854,6,Alto Potencial Virgen,0.9183077
1552095,6,Alto Potencial Virgen,0.9183077
1552993,6,Alto Potencial Virgen,0.9183077
1553165,6,Alto Potencial Virgen,0.9183077
1553215,6,Alto Potencial Virgen,0.9183077
1553482,6,Alto Potencial Virgen,0.9183077
1121175,6,Alto Potencial Virgen,0.9178654
1548326,6,Alto Potencial Virgen,0.9178654
1548698,6,Alto Potencial Virgen,0.9178654
1548769,6,Alto Potencial Virgen,0.9178654
1549176,6,Alto Potencial Virgen,0.9178654
1549294,6,Alto Potencial Virgen,0.9178654
1549479,6,Alto Potencial Virgen,0.9178654
1549925,6,Alto Potencial Virgen,0.9178654
1550229,6,Alto Potencial Virgen,0.9178654
1550810,6,Alto Potencial Virgen,0.9178654
1550992,6,Alto Potencial Virgen,0.9178654
1552180,6,Alto Potencial Virgen,0.9178654
1552420,6,Alto Potencial Virgen,0.9178654
1552617,6,Alto Potencial Virgen,0.9178654
1552792,6,Alto Potencial Virgen,0.9178654
1553430,6,Alto Potencial Virgen,0.9178654
1553625,6,Alto Potencial Virgen,0.9178654
1553658,6,Alto Potencial Virgen,0.9178654
1553673,6,Alto Potencial Virgen,0.9178654
1533642,6,Alto Potencial Virgen,0.9169429
1549416,6,Alto Potencial Virgen,0.91678685
1552815,6,Alto Potencial Virgen,0.91678685
1550090,6,Alto Potencial Virgen,0.9156724
1548910,6,Alto Potencial Virgen,0.91549647
1549484,6,Alto Potencial Virgen,0.91549647
1549847,6,Alto Potencial Virgen,0.91549647
1550927,6,Alto Potencial Virgen,0.91549647
1552211,6,Alto Potencial Virgen,0.91549647
1552227,6,Alto Potencial Virgen,0.91549647
1553033,6,Alto Potencial Virgen,0.91549647
1553600,6,Alto Potencial Virgen,0.91549647
913737,6,Alto Potencial Virgen,0.91549647
1547387,6,Alto Potencial Virgen,0.9153772
1553552,6,Alto Potencial Virgen,0.9134479
1543553,6,Alto Potencial Virgen,0.9134241
1542271,6,Alto Potencial Virgen,0.9129638
1551178,6,Alto Potencial Virgen,0.9127386
1551226,6,Alto Potencial Virgen,0.9127386
1548336,6,Alto Potencial Virgen,0.9118553
1549871,6,Alto Potencial Virgen,0.91061646
1547008,7,Valor Medio-Alto,0.99521697
1546702,7,Valor Medio-Alto,0.9948086
1531645,7,Valor Medio-Alto,0.99298614
1537410,7,Valor Medio-Alto,0.99171466
1530954,7,Valor Medio-Alto,0.9910793
1538245,7,Valor Medio-Alto,0.9908887
1548196,7,Valor Medio-Alto,0.99066776
1545008,7,Valor Medio-Alto,0.9905668
