pk_cid,cluster,cluster_name,propensity_investment
1537483,2,Profesionales Dormidos,0.9874988
1544714,2,Profesionales Dormidos,0.98657566
1538978,2,Profesionales Dormidos,0.98644304
1542281,2,Profesionales Dormidos,0.98628205
1541337,2,Profesionales Dormidos,0.98607975
1547090,2,Profesionales Dormidos,0.9858619
811483,2,Profesionales Dormidos,0.98563945
1541331,2,Profesionales Dormidos,0.9850033
1537137,2,Profesionales Dormidos,0.9848744
1539660,2,Profesionales Dormidos,0.98457664
1547192,2,Profesionales Dormidos,0.98453146
1535314,2,Profesionales Dormidos,0.9843343
1532080,2,Profesionales Dormidos,0.98419636
1545938,2,Profesionales Dormidos,0.98378354
1542917,2,Profesionales Dormidos,0.9837834
1541669,2,Profesionales Dormidos,0.98328257
1543208,2,Profesionales Dormidos,0.98325825
1544665,2,Profesionales Dormidos,0.98307186
1534682,2,Profesionales Dormidos,0.98274994
1546414,2,Profesionales Dormidos,0.98235357
1545932,2,Profesionales Dormidos,0.98172873
1522791,2,Profesionales Dormidos,0.98155737
1546413,2,Profesionales Dormidos,0.9814875
1547965,2,Profesionales Dormidos,0.9814875
1540458,2,Profesionales Dormidos,0.981448
1534756,2,Profesionales Dormidos,0.9814378
1538706,2,Profesionales Dormidos,0.9811674
1534746,2,Profesionales Dormidos,0.9805489
1539078,2,Profesionales Dormidos,0.97994655
539540,2,Profesionales Dormidos,0.97994655
1541801,2,Profesionales Dormidos,0.9797188
1535110,2,Profesionales Dormidos,0.9796007
1541491,2,Profesionales Dormidos,0.97947705
90957,2,Profesionales Dormidos,0.9790867
1541047,2,Profesionales Dormidos,0.9790758
1532167,2,Profesionales Dormidos,0.9789491
1538769,2,Profesionales Dormidos,0.97890306
1547465,2,Profesionales Dormidos,0.9785951
1539875,2,Profesionales Dormidos,0.9784499
1545744,2,Profesionales Dormidos,0.9783398
431167,2,Profesionales Dormidos,0.97809255
1540582,2,Profesionales Dormidos,0.9780171
1548179,2,Profesionales Dormidos,0.97714615
1543203,2,Profesionales Dormidos,0.9770427
1547220,2,Profesionales Dormidos,0.97698534
1540644,2,Profesionales Dormidos,0.97652996
537644,2,Profesionales Dormidos,0.97612303
1540821,2,Profesionales Dormidos,0.9760808
1544556,2,Profesionales Dormidos,0.97573584
1546153,2,Profesionales Dormidos,0.9755594
872533,2,Profesionales Dormidos,0.9755594
1534081,2,Profesionales Dormidos,0.9755014
1541198,2,Profesionales Dormidos,0.97440165
1545194,2,Profesionales Dormidos,0.9741003
1535263,2,Profesionales Dormidos,0.97335297
1544235,2,Profesionales Dormidos,0.97335047
1544762,2,Profesionales Dormidos,0.97318506
1541625,2,Profesionales Dormidos,0.9731449
1544759,2,Profesionales Dormidos,0.9724512
1543666,2,Profesionales Dormidos,0.9721432
1547929,2,Profesionales Dormidos,0.9714668
1544690,2,Profesionales Dormidos,0.97137374
1529917,2,Profesionales Dormidos,0.971341
1535153,2,Profesionales Dormidos,0.971341
1540666,2,Profesionales Dormidos,0.97046655
1538549,3,Activos Multi-producto,0.9993175
1539602,3,Activos Multi-producto,0.9992367
1535653,3,Activos Multi-producto,0.999158
1540968,3,Activos Multi-producto,0.9990134
1540486,3,Activos Multi-producto,0.9989625
1529150,3,Activos Multi-producto,0.9987452
1549285,3,Activos Multi-producto,0.9987111
1550354,3,Activos Multi-producto,0.99870014
1551280,3,Activos Multi-producto,0.9985942
1538325,3,Activos Multi-producto,0.99848974
1544792,3,Activos Multi-producto,0.99848866
1532320,3,Activos Multi-producto,0.9984504
1549075,3,Activos Multi-producto,0.9984395
1549357,3,Activos Multi-producto,0.9984205
1548985,3,Activos Multi-producto,0.99826944
1532620,3,Activos Multi-producto,0.99824286
1551734,3,Activos Multi-producto,0.9982333
1550995,3,Activos Multi-producto,0.9982235
1549238,3,Activos Multi-producto,0.9981616
1533505,3,Activos Multi-producto,0.9981053
1542212,3,Activos Multi-producto,0.99808264
1551460,3,Activos Multi-producto,0.9977786
1539830,3,Activos Multi-producto,0.99773407
1550062,3,Activos Multi-producto,0.9976826
1538921,3,Activos Multi-producto,0.9975968
1533262,3,Activos Multi-producto,0.99758697
1532054,3,Activos Multi-producto,0.9975746
1550667,3,Activos Multi-producto,0.9975127
1535384,3,Activos Multi-producto,0.9974821
1550895,3,Activos Multi-producto,0.9974475
1535304,3,Activos Multi-producto,0.9973507
1549279,3,Activos Multi-producto,0.9973354
1537741,3,Activos Multi-producto,0.9973304
1542086,3,Activos Multi-producto,0.997214
1551298,3,Activos Multi-producto,0.99717784
1529130,3,Activos Multi-producto,0.99707747
1540499,3,Activos Multi-producto,0.99702185
1551565,3,Activos Multi-producto,0.9969279
1550129,3,Activos Multi-producto,0.9968334
1550510,3,Activos Multi-producto,0.99674666
1395121,3,Activos Multi-producto,0.99669904
1001500,3,Activos Multi-producto,0.99663275
1550819,3,Activos Multi-producto,0.99662006
882865,3,Activos Multi-producto,0.9966197
1537179,3,Activos Multi-producto,0.9965772
1533941,3,Activos Multi-producto,0.99638927
1550351,3,Activos Multi-producto,0.9963238
1532538,3,Activos Multi-producto,0.99629825
1533062,3,Activos Multi-producto,0.996298
1553541,3,Activos Multi-producto,0.99623555
1550747,3,Activos Multi-producto,0.99612635
1551815,3,Activos Multi-producto,0.9959857
1545970,3,Activos Multi-producto,0.9959521
1185013,3,Activos Multi-producto,0.99577314
1527004,3,Activos Multi-producto,0.99577004
1529500,3,Activos Multi-producto,0.9956934
1549620,3,Activos Multi-producto,0.9956428
1549593,3,Activos Multi-producto,0.9955491
1537635,3,Activos Multi-producto,0.99551445
1538062,3,Activos Multi-producto,0.99549884
1539835,3,Activos Multi-producto,0.9954684
1553043,3,Activos Multi-producto,0.99545574
1548845,3,Activos Multi-producto,0.99541134
1548768,3,Activos Multi-producto,0.9953951
1382326,3,Activos Multi-producto,0.9953034
1549232,3,Activos Multi-producto,0.99515027
1540639,3,Activos Multi-producto,0.9951108
1547034,3,Activos Multi-producto,0.99502856
1533652,3,Activos Multi-producto,0.994995
753246,3,Activos Multi-producto,0.99484926
1531628,3,Activos Multi-producto,0.9947017
1552754,3,Activos Multi-producto,0.99469286
1552121,3,Activos Multi-producto,0.99457943
1550132,3,Activos Multi-producto,0.9945148
1550252,3,Activos Multi-producto,0.99449617
1550066,3,Activos Multi-producto,0.9944841
1552556,3,Activos Multi-producto,0.9944841
526178,3,Activos Multi-producto,0.9944523
1522990,3,Activos Multi-producto,0.9943909
1435695,3,Activos Multi-producto,0.9942747
1523647,3,Activos Multi-producto,0.9941467
1549844,3,Activos Multi-producto,0.9940984
1537014,3,Activos Multi-producto,0.99394846
1548565,3,Activos Multi-producto,0.99389875
1548679,3,Activos Multi-producto,0.99388725
1532866,3,Activos Multi-producto,0.9937017
1535394,3,Activos Multi-producto,0.9937004
1539420,3,Activos Multi-producto,0.9936526
1549780,3,Activos Multi-producto,0.99364775
1549929,3,Activos Multi-producto,0.99357164
1553224,3,Activos Multi-producto,0.99355835
1534597,3,Activos Multi-producto,0.99354386
858409,3,Activos Multi-producto,0.99347913
1526690,3,Activos Multi-producto,0.99345666
823625,3,Activos Multi-producto,0.9934522
1548836,3,Activos Multi-producto,0.993425
1550596,3,Activos Multi-producto,0.993357
1550775,3,Activos Multi-producto,0.99334806
1549056,3,Activos Multi-producto,0.9928852
1551547,3,Activos Multi-producto,0.99281454
1537017,4,Universitarios Estándar,0.9994987
202565,4,Universitarios Estándar,0.9994766
1531924,4,Universitarios Estándar,0.99932885
1539457,4,Universitarios Estándar,0.9990274
1549591,4,Universitarios Estándar,0.9989635
1532941,4,Universitarios Estándar,0.9988374
1550563,4,Universitarios Estándar,0.9985801
1550772,4,Universitarios Estándar,0.9985801
1536941,4,Universitarios Estándar,0.9985409
1550104,4,Universitarios Estándar,0.9984737
1532596,4,Universitarios Estándar,0.9983063
1549136,4,Universitarios Estándar,0.9982528
1548311,4,Universitarios Estándar,0.99824893
1551833,4,Universitarios Estándar,0.998242
1537502,4,Universitarios Estándar,0.9982338
1538953,4,Universitarios Estándar,0.99808383
1530907,4,Universitarios Estándar,0.9979557
1552950,4,Universitarios Estándar,0.99790263
1544889,4,Universitarios Estándar,0.9978586
1547427,4,Universitarios Estándar,0.9976937
1548423,4,Universitarios Estándar,0.99762434
1526663,4,Universitarios Estándar,0.9974408
1550359,4,Universitarios Estándar,0.9973258
1534923,4,Universitarios Estándar,0.99716824
1530270,4,Universitarios Estándar,0.99707913
1538418,4,Universitarios Estándar,0.99700963
1551575,4,Universitarios Estándar,0.99700314
1537207,4,Universitarios Estándar,0.9969807
1550958,4,Universitarios Estándar,0.996657
1543371,4,Universitarios Estándar,0.99657285
1537838,4,Universitarios Estándar,0.9965496
1534914,4,Universitarios Estándar,0.9964838
1552849,4,Universitarios Estándar,0.9964413
1527057,4,Universitarios Estándar,0.99619055
1549760,4,Universitarios Estándar,0.9961541
1550086,4,Universitarios Estándar,0.99603266
1549346,4,Universitarios Estándar,0.99596894
1549873,4,Universitarios Estándar,0.99579453
1542220,4,Universitarios Estándar,0.995673
1551630,4,Universitarios Estándar,0.9956091
1538707,4,Universitarios Estándar,0.99560213
1551077,4,Universitarios Estándar,0.99546945
1549708,4,Universitarios Estándar,0.9954299
1549410,4,Universitarios Estándar,0.99537474
1532628,4,Universitarios Estándar,0.99532205
893533,4,Universitarios Estándar,0.99528605
1552310,4,Universitarios Estándar,0.9952792
1528327,4,Universitarios Estándar,0.99526393
1552042,4,Universitarios Estándar,0.9950795
1532175,4,Universitarios Estándar,0.9949884
1547448,4,Universitarios Estándar,0.9949822
1549355,4,Universitarios Estándar,0.9948453
1548939,4,Universitarios Estándar,0.9947923
1539108,4,Universitarios Estándar,0.99461573
1551881,4,Universitarios Estándar,0.99449027
1549698,4,Universitarios Estándar,0.99447834
1549262,4,Universitarios Estándar,0.9944759
1551202,4,Universitarios Estándar,0.9944759
1524991,4,Universitarios Estándar,0.9944195
1532656,4,Universitarios Estándar,0.99438286
1550222,4,Universitarios Estándar,0.9943703
1523146,4,Universitarios Estándar,0.99430543
1533122,4,Universitarios Estándar,0.99427867
1552992,4,Universitarios Estándar,0.99427116
1538952,4,Universitarios Estándar,0.9942082
1550450,4,Universitarios Estándar,0.9937064
1550445,4,Universitarios Estándar,0.99366343
1549838,4,Universitarios Estándar,0.993541
45848,4,Universitarios Estándar,0.9934232
1539061,4,Universitarios Estándar,0.9933622
1534338,4,Universitarios Estándar,0.9933182
1548872,4,Universitarios Estándar,0.99323976
1525157,4,Universitarios Estándar,0.9929109
1551562,4,Universitarios Estándar,0.99286413
1524009,4,Universitarios Estándar,0.9928227
1552021,4,Universitarios Estándar,0.9927564
1534461,4,Universitarios Estándar,0.9925184
1551860,4,Universitarios Estándar,0.99240464
1550985,4,Universitarios Estándar,0.9924038
1527154,4,Universitarios Estándar,0.9923211
1548650,4,Universitarios Estándar,0.9921748
1552567,4,Universitarios Estándar,0.9921748
1552069,4,Universitarios Estándar,0.9921745
1540732,4,Universitarios Estándar,0.99216217
1549998,4,Universitarios Estándar,0.9919329
1550741,4,Universitarios Estándar,0.99185103
1552688,4,Universitarios Estándar,0.99154085
1533488,4,Universitarios Estándar,0.99152094
1548624,4,Universitarios Estándar,0.99127674
1546225,4,Universitarios Estándar,0.9910766
1526070,4,Universitarios Estándar,0.9909904
1550087,4,Universitarios Estándar,0.99098337
1551137,4,Universitarios Estándar,0.99038154
97124,4,Universitarios Estándar,0.9903757
1538545,4,Universitarios Estándar,0.99013746
1528904,4,Universitarios Estándar,0.9900775
1532796,4,Universitarios Estándar,0.9900662
1549911,4,Universitarios Estándar,0.98989666
1533128,4,Universitarios Estándar,0.9897314
1533281,4,Universitarios Estándar,0.9896588
1532610,5,Particulares Activos,0.9998078
313527,5,Particulares Activos,0.9997105
1530308,5,Particulares Activos,0.99960166
1535253,5,Particulares Activos,0.99952996
1529332,5,Particulares Activos,0.99950063
1531884,5,Particulares Activos,0.9994999
1248026,5,Particulares Activos,0.9993992
1530544,5,Particulares Activos,0.99931157
1537786,5,Particulares Activos,0.99926907
1534797,5,Particulares Activos,0.99923706
1538581,5,Particulares Activos,0.99911445
1533684,5,Particulares Activos,0.9991068
1530321,5,Particulares Activos,0.9990978
1530098,5,Particulares Activos,0.9989743
1529549,5,Particulares Activos,0.99893993
1530156,5,Particulares Activos,0.9989128
1537028,5,Particulares Activos,0.99882835
1537689,5,Particulares Activos,0.99882835
1542104,5,Particulares Activos,0.99882644
18146,5,Particulares Activos,0.99881184
1529783,5,Particulares Activos,0.9988117
1544384,5,Particulares Activos,0.9987872
1540838,5,Particulares Activos,0.9987436
1531552,5,Particulares Activos,0.99871635
372943,5,Particulares Activos,0.9986771
1537245,5,Particulares Activos,0.9986689
1538336,5,Particulares Activos,0.9986632
1531815,5,Particulares Activos,0.99866223
1546691,5,Particulares Activos,0.99866104
1539077,5,Particulares Activos,0.9986499
1530409,5,Particulares Activos,0.9986314
1530991,5,Particulares Activos,0.9986314
1531602,5,Particulares Activos,0.9986197
1544948,5,Particulares Activos,0.9985959
823257,5,Particulares Activos,0.99857426
1547914,5,Particulares Activos,0.9985613
1539052,5,Particulares Activos,0.9985524
1533301,5,Particulares Activos,0.9985362
1531426,5,Particulares Activos,0.99853194
1547916,5,Particulares Activos,0.9985127
1537449,5,Particulares Activos,0.99850297
1538755,5,Particulares Activos,0.99850297
1533217,5,Particulares Activos,0.9984341
1530958,5,Particulares Activos,0.9984273
1530368,5,Particulares Activos,0.99842334
1543636,5,Particulares Activos,0.99841523
1529805,5,Particulares Activos,0.9983942
1533640,5,Particulares Activos,0.99839044
1532852,5,Particulares Activos,0.9983897
445965,5,Particulares Activos,0.9983866
1542061,5,Particulares Activos,0.9983779
1513579,5,Particulares Activos,0.99835736
1532377,5,Particulares Activos,0.9983512
1543033,5,Particulares Activos,0.9982547
1543379,5,Particulares Activos,0.9981699
1532434,5,Particulares Activos,0.9981413
1532132,5,Particulares Activos,0.99813145
1538574,5,Particulares Activos,0.9981304
256855,5,Particulares Activos,0.99809283
1537405,5,Particulares Activos,0.99806947
1535698,5,Particulares Activos,0.998033
445586,5,Particulares Activos,0.9980028
1547005,5,Particulares Activos,0.99799865
1527098,5,Particulares Activos,0.99797875
1530532,5,Particulares Activos,0.99792767
1545819,5,Particulares Activos,0.9978677
1388718,5,Particulares Activos,0.99776185
1534450,5,Particulares Activos,0.99772304
1530793,5,Particulares Activos,0.9976987
1537248,5,Particulares Activos,0.9976931
1542493,5,Particulares Activos,0.9976688
93278,5,Particulares Activos,0.9976502
1543883,5,Particulares Activos,0.9975727
1531599,5,Particulares Activos,0.9975332
1540004,5,Particulares Activos,0.9975268
1528118,5,Particulares Activos,0.99752504
1534311,5,Particulares Activos,0.9975122
847784,5,Particulares Activos,0.99749374
1533782,5,Particulares Activos,0.99747187
1547293,5,Particulares Activos,0.9974375
892432,5,Particulares Activos,0.9974292
1547885,5,Particulares Activos,0.9973699
1528978,5,Particulares Activos,0.99731416
1539592,5,Particulares Activos,0.9972873
1540895,5,Particulares Activos,0.99728036
1531366,5,Particulares Activos,0.9972625
1544712,5,Particulares Activos,0.9972012
1543521,5,Particulares Activos,0.9971976
1536733,5,Particulares Activos,0.99715924
1544137,5,Particulares Activos,0.99714017
1540973,5,Particulares Activos,0.99713135
1531536,5,Particulares Activos,0.9970324
1531072,5,Particulares Activos,0.99702626
1546861,5,Particulares Activos,0.9969501
1534084,5,Particulares Activos,0.9969447
1534690,5,Particulares Activos,0.9968014
1546824,5,Particulares Activos,0.9967667
1535868,5,Particulares Activos,0.99675554
1544888,5,Particulares Activos,0.99672997
1530282,5,Particulares Activos,0.99672335
1538768,6,Alto Potencial Virgen,0.9998771
860425,6,Alto Potencial Virgen,0.99986994
1538241,6,Alto Potencial Virgen,0.99985445
727759,6,Alto Potencial Virgen,0.99985445
1541991,6,Alto Potencial Virgen,0.9997434
1539663,6,Alto Potencial Virgen,0.9996946
1538554,6,Alto Potencial Virgen,0.9996866
1541628,6,Alto Potencial Virgen,0.9996737
273750,6,Alto Potencial Virgen,0.99964166
1543411,6,Alto Potencial Virgen,0.9996031
1534807,6,Alto Potencial Virgen,0.9995901
1531008,6,Alto Potencial Virgen,0.9995739
400368,6,Alto Potencial Virgen,0.99956757
1534086,6,Alto Potencial Virgen,0.99956065
384337,6,Alto Potencial Virgen,0.99952364
1515285,6,Alto Potencial Virgen,0.99950814
1535541,6,Alto Potencial Virgen,0.99950147
1541248,6,Alto Potencial Virgen,0.9994892
1546470,6,Alto Potencial Virgen,0.999468
1534238,6,Alto Potencial Virgen,0.9994641
1542843,6,Alto Potencial Virgen,0.9993536
1545951,6,Alto Potencial Virgen,0.9993536
1547993,6,Alto Potencial Virgen,0.9993481
338186,6,Alto Potencial Virgen,0.9993481
1538527,6,Alto Potencial Virgen,0.99934393
1528982,6,Alto Potencial Virgen,0.999323
1532532,6,Alto Potencial Virgen,0.9993087
1534345,6,Alto Potencial Virgen,0.99923897
1540317,6,Alto Potencial Virgen,0.9991757
1537059,6,Alto Potencial Virgen,0.9991691
1545976,6,Alto Potencial Virgen,0.9991592
44378,6,Alto Potencial Virgen,0.9991592
1534681,6,Alto Potencial Virgen,0.99907887
1541629,6,Alto Potencial Virgen,0.99906653
512429,6,Alto Potencial Virgen,0.9990314
1533612,6,Alto Potencial Virgen,0.99900395
1544153,6,Alto Potencial Virgen,0.99898475
1546244,6,Alto Potencial Virgen,0.9989556
1548962,6,Alto Potencial Virgen,0.99895096
1550261,6,Alto Potencial Virgen,0.99895096
1536768,6,Alto Potencial Virgen,0.99893564
1532327,6,Alto Potencial Virgen,0.9989126
1531540,6,Alto Potencial Virgen,0.99885297
1503740,6,Alto Potencial Virgen,0.9988084
1547475,6,Alto Potencial Virgen,0.9987612
1538343,6,Alto Potencial Virgen,0.9987362
1539945,6,Alto Potencial Virgen,0.99865973
1514201,6,Alto Potencial Virgen,0.9985877
414355,6,Alto Potencial Virgen,0.9985764
1551689,6,Alto Potencial Virgen,0.99854267
1539898,6,Alto Potencial Virgen,0.9984315
827590,6,Alto Potencial Virgen,0.99841833
1536009,6,Alto Potencial Virgen,0.99840635
1544135,6,Alto Potencial Virgen,0.99832827
1538810,6,Alto Potencial Virgen,0.9983254
1551088,6,Alto Potencial Virgen,0.99824333
1539319,6,Alto Potencial Virgen,0.9981932
1543790,6,Alto Potencial Virgen,0.9980585
1551178,6,Alto Potencial Virgen,0.99803513
1551226,6,Alto Potencial Virgen,0.99803513
1548675,6,Alto Potencial Virgen,0.99802184
1535309,6,Alto Potencial Virgen,0.9980002
1550395,6,Alto Potencial Virgen,0.9979048
1549645,6,Alto Potencial Virgen,0.99789137
240929,6,Alto Potencial Virgen,0.9978618
908668,6,Alto Potencial Virgen,0.9978618
290771,6,Alto Potencial Virgen,0.99785477
179009,6,Alto Potencial Virgen,0.99775213
1540524,6,Alto Potencial Virgen,0.9977022
1539698,6,Alto Potencial Virgen,0.99761176
1545448,6,Alto Potencial Virgen,0.997577
1551346,6,Alto Potencial Virgen,0.9975545
154399,6,Alto Potencial Virgen,0.99754566
1548666,6,Alto Potencial Virgen,0.9975114
1537949,6,Alto Potencial Virgen,0.99745697
1539471,6,Alto Potencial Virgen,0.99745697
1536561,6,Alto Potencial Virgen,0.9974126
147454,6,Alto Potencial Virgen,0.99740607
1550134,6,Alto Potencial Virgen,0.9973277
1551379,6,Alto Potencial Virgen,0.9973277
1532537,6,Alto Potencial Virgen,0.99725264
1113919,6,Alto Potencial Virgen,0.9971929
1536585,6,Alto Potencial Virgen,0.99710923
1549380,6,Alto Potencial Virgen,0.99698406
1549678,6,Alto Potencial Virgen,0.99698406
1538089,6,Alto Potencial Virgen,0.996976
1495811,6,Alto Potencial Virgen,0.9968755
1545111,6,Alto Potencial Virgen,0.99682426
1540940,6,Alto Potencial Virgen,0.9965205
1551615,6,Alto Potencial Virgen,0.9964568
1546726,6,Alto Potencial Virgen,0.9962805
1542818,6,Alto Potencial Virgen,0.9962714
1543162,6,Alto Potencial Virgen,0.99622107
1539099,6,Alto Potencial Virgen,0.99616563
1552010,6,Alto Potencial Virgen,0.99600166
505788,6,Alto Potencial Virgen,0.99599457
1541038,6,Alto Potencial Virgen,0.9959863
76291,6,Alto Potencial Virgen,0.9958742
1533912,6,Alto Potencial Virgen,0.9958545
279050,6,Alto Potencial Virgen,0.9958313
